[1492, 1000]
[folio, [398.0, 154.0, 201.0, 18.0], shoonya_2sPPS568D933F3, 5720037]
[paragraph, [145.0, 209.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 227.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 245.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 263.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 281.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 299.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 317.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 335.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 353.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 371.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 389.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 407.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 425.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 443.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 461.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 479.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 497.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 515.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 533.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 551.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 569.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 587.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 605.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 623.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 641.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 659.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 677.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 695.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 713.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 731.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 749.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 767.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 785.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 803.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 821.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 839.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 857.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 875.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 893.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 911.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [145.0, 929.0, 724.0, 18.0], shoonya_0sINX04PQH81FP, 5720037]
[paragraph, [144.0, 962.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 980.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 998.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1016.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1034.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1052.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1070.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1088.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1106.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1124.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1142.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1160.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1178.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1196.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1214.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1232.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1250.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1268.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
[paragraph, [144.0, 1286.0, 723.0, 18.0], 8qaBcgcu35, 5720037]
