[2640, 2040]
[section-title, [1456.0, 174.0, 563.0, 79.5], shoonya_19s4YJT1EDRSHK, 5694029]
[headline, [155.0, 293.0, 322.0, 52.5], shoonya_9sHDXVWP12EQGU, 5694029]
[author, [1584.0, 394.0, 337.0, 46.5], shoonya_17s18WWLS0Q25O, 5694029]
[author, [1584.0, 440.5, 337.0, 46.5], shoonya_17s18WWLS0Q25O, 5694029]
[paragraph, [147.0, 415.0, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[paragraph, [147.0, 461.5, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[paragraph, [147.0, 508.0, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[paragraph, [147.0, 554.5, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[paragraph, [147.0, 601.0, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[paragraph, [147.0, 647.5, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[paragraph, [147.0, 694.0, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[paragraph, [147.0, 740.5, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[paragraph, [147.0, 787.0, 1203.0, 46.5], shoonya_15sZOMILNCS987, 5694029]
[author, [1545.0, 499.0, 394.0, 46.5], shoonya_21sW68KCJ5528C, 5694029]
[author, [1545.0, 545.5, 394.0, 46.5], shoonya_21sW68KCJ5528C, 5694029]
[author, [1545.0, 592.0, 394.0, 46.5], shoonya_21sW68KCJ5528C, 5694029]
[author, [1545.0, 638.5, 394.0, 46.5], shoonya_21sW68KCJ5528C, 5694029]
[author, [1593.0, 707.0, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 753.5, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 800.0, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 846.5, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 893.0, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 939.5, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 986.0, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 1032.5, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 1079.0, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[author, [1593.0, 1125.5, 290.0, 46.5], shoonya_2sJM2RLP7LYRO1, 5694029]
[paragraph, [144.0, 861.0, 1240.0, 46.5], shoonya_3sWIXQXXKUQRQW, 5694029]
[paragraph, [144.0, 907.5, 1240.0, 46.5], shoonya_3sWIXQXXKUQRQW, 5694029]
[paragraph, [144.0, 954.0, 1240.0, 46.5], shoonya_3sWIXQXXKUQRQW, 5694029]
[paragraph, [144.0, 1000.5, 1240.0, 46.5], shoonya_3sWIXQXXKUQRQW, 5694029]
[paragraph, [141.0, 1057.0, 1231.0, 46.5], shoonya_0sV5MOSRJ6KXVU, 5694029]
[paragraph, [141.0, 1103.5, 1231.0, 46.5], shoonya_0sV5MOSRJ6KXVU, 5694029]
[paragraph, [141.0, 1150.0, 1231.0, 46.5], shoonya_0sV5MOSRJ6KXVU, 5694029]
[paragraph, [141.0, 1196.5, 1231.0, 46.5], shoonya_0sV5MOSRJ6KXVU, 5694029]
[paragraph, [141.0, 1243.0, 1231.0, 46.5], shoonya_0sV5MOSRJ6KXVU, 5694029]
[contact-info, [1489.0, 1245.0, 491.0, 46.5], wSZajonBoH, 5694029]
[contact-info, [1489.0, 1291.5, 491.0, 46.5], wSZajonBoH, 5694029]
[contact-info, [1489.0, 1338.0, 491.0, 46.5], wSZajonBoH, 5694029]
[contact-info, [1489.0, 1384.5, 491.0, 46.5], wSZajonBoH, 5694029]
[contact-info, [1489.0, 1431.0, 491.0, 46.5], wSZajonBoH, 5694029]
[contact-info, [1489.0, 1477.5, 491.0, 46.5], wSZajonBoH, 5694029]
[contact-info, [1489.0, 1524.0, 491.0, 46.5], wSZajonBoH, 5694029]
[contact-info, [1489.0, 1570.5, 491.0, 46.5], wSZajonBoH, 5694029]
[contact-info, [1489.0, 1617.0, 491.0, 46.5], wSZajonBoH, 5694029]
[paragraph, [143.0, 1340.0, 1230.0, 46.5], shoonya_1sIUHKVFAS76KL, 5694029]
[paragraph, [143.0, 1386.5, 1230.0, 46.5], shoonya_1sIUHKVFAS76KL, 5694029]
[paragraph, [143.0, 1433.0, 1230.0, 46.5], shoonya_1sIUHKVFAS76KL, 5694029]
[paragraph, [143.0, 1479.5, 1230.0, 46.5], shoonya_1sIUHKVFAS76KL, 5694029]
[paragraph, [143.0, 1526.0, 1230.0, 46.5], shoonya_1sIUHKVFAS76KL, 5694029]
[paragraph, [143.0, 1572.5, 1230.0, 46.5], shoonya_1sIUHKVFAS76KL, 5694029]
[paragraph, [143.0, 1619.0, 1230.0, 46.5], shoonya_1sIUHKVFAS76KL, 5694029]
[website-link, [1543.0, 1693.0, 378.0, 18.0], 5AUcq1ZaBf, 5694029]
[website-link, [1543.0, 1711.0, 378.0, 18.0], 5AUcq1ZaBf, 5694029]
[website-link, [1543.0, 1729.0, 378.0, 18.0], 5AUcq1ZaBf, 5694029]
[website-link, [1543.0, 1747.0, 378.0, 18.0], 5AUcq1ZaBf, 5694029]
[website-link, [1543.0, 1765.0, 378.0, 18.0], 5AUcq1ZaBf, 5694029]
[paragraph, [153.0, 1701.0, 1220.0, 46.5], shoonya_10sG6QHGO3H17G, 5694029]
[paragraph, [153.0, 1747.5, 1220.0, 46.5], shoonya_10sG6QHGO3H17G, 5694029]
[paragraph, [153.0, 1794.0, 1220.0, 46.5], shoonya_10sG6QHGO3H17G, 5694029]
[paragraph, [153.0, 1840.5, 1220.0, 46.5], shoonya_10sG6QHGO3H17G, 5694029]
[paragraph, [153.0, 1887.0, 1220.0, 46.5], shoonya_10sG6QHGO3H17G, 5694029]
[paragraph, [153.0, 1933.5, 1220.0, 46.5], shoonya_10sG6QHGO3H17G, 5694029]
[paragraph, [153.0, 1980.0, 1220.0, 46.5], shoonya_10sG6QHGO3H17G, 5694029]
[paragraph, [1489.0, 1846.0, 494.0, 46.5], shoonya_18sI3ZQUF1A8ML, 5694029]
[paragraph, [1489.0, 1892.5, 494.0, 46.5], shoonya_18sI3ZQUF1A8ML, 5694029]
[paragraph, [1520.0, 1993.0, 425.0, 46.5], shoonya_20sGE47HT2061F, 5694029]
[paragraph, [1520.0, 2039.5, 425.0, 46.5], shoonya_20sGE47HT2061F, 5694029]
[paragraph, [1520.0, 2086.0, 425.0, 46.5], shoonya_20sGE47HT2061F, 5694029]
[paragraph, [1520.0, 2132.5, 425.0, 46.5], shoonya_20sGE47HT2061F, 5694029]
[paragraph, [526.0, 2058.0, 854.0, 46.5], shoonya_7sL8XDO4QV8XLU, 5694029]
[paragraph, [526.0, 2104.5, 854.0, 46.5], shoonya_7sL8XDO4QV8XLU, 5694029]
[paragraph, [526.0, 2151.0, 854.0, 46.5], shoonya_7sL8XDO4QV8XLU, 5694029]
[paragraph, [526.0, 2197.5, 854.0, 46.5], shoonya_7sL8XDO4QV8XLU, 5694029]
[paragraph, [526.0, 2244.0, 854.0, 46.5], shoonya_7sL8XDO4QV8XLU, 5694029]
[paragraph, [526.0, 2290.5, 854.0, 46.5], shoonya_7sL8XDO4QV8XLU, 5694029]
[contact-info, [1505.0, 2287.0, 473.0, 46.5], shoonya_8s1TGXN5O6ZF2O, 5694029]
[contact-info, [1505.0, 2333.5, 473.0, 46.5], shoonya_8s1TGXN5O6ZF2O, 5694029]
[contact-info, [1505.0, 2380.0, 473.0, 46.5], shoonya_8s1TGXN5O6ZF2O, 5694029]
[contact-info, [1505.0, 2426.5, 473.0, 46.5], shoonya_8s1TGXN5O6ZF2O, 5694029]
[contact-info, [1505.0, 2473.0, 473.0, 46.5], shoonya_8s1TGXN5O6ZF2O, 5694029]
[author, [987.0, 2380.0, 461.0, 46.5], shoonya_16s9HYLZUZMFM3, 5694029]
[author, [987.0, 2426.5, 461.0, 46.5], shoonya_16s9HYLZUZMFM3, 5694029]
[author, [987.0, 2473.0, 461.0, 46.5], shoonya_16s9HYLZUZMFM3, 5694029]
