[1275, 750]
[section-title, [213.0, 80.0, 309.0, 30.0], shoonya_1s9Z6M201FH9RO, 5767446]
[section-title, [213.0, 110.0, 309.0, 30.0], shoonya_1s9Z6M201FH9RO, 5767446]
[paragraph, [62.0, 163.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 181.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 199.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 217.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 235.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 253.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 271.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 289.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 307.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 325.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 343.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 361.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [62.0, 379.0, 626.0, 18.0], ZtCfzk419d, 5767446]
[paragraph, [80.0, 401.0, 518.0, 18.0], PF5U856lul, 5767446]
[paragraph, [80.0, 419.0, 518.0, 18.0], PF5U856lul, 5767446]
[paragraph, [80.0, 437.0, 518.0, 18.0], PF5U856lul, 5767446]
[paragraph, [80.0, 455.0, 518.0, 18.0], PF5U856lul, 5767446]
[paragraph, [80.0, 473.0, 518.0, 18.0], PF5U856lul, 5767446]
[paragraph, [80.0, 491.0, 518.0, 18.0], PF5U856lul, 5767446]
[paragraph, [80.0, 509.0, 518.0, 18.0], PF5U856lul, 5767446]
[sidebar, [513.0, 525.0, 179.0, 18.0], 3UKchXpy9b, 5767446]
[sidebar, [513.0, 543.0, 179.0, 18.0], 3UKchXpy9b, 5767446]
[paragraph, [62.0, 561.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 579.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 597.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 615.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 633.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 651.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 669.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 687.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 705.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 723.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 741.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 759.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 777.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 795.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 813.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 831.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 849.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [62.0, 867.0, 626.0, 18.0], w9ffZVjDWA, 5767446]
[paragraph, [71.0, 899.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 917.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 935.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 953.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 971.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 989.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 1007.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 1025.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 1043.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [71.0, 1061.0, 621.0, 18.0], sOgwQGtkKV, 5767446]
[paragraph, [229.0, 1109.0, 316.0, 18.0], KgQOcy-A5E, 5767446]
[paragraph, [229.0, 1127.0, 316.0, 18.0], KgQOcy-A5E, 5767446]
[paragraph, [229.0, 1145.0, 316.0, 18.0], KgQOcy-A5E, 5767446]
[paragraph, [229.0, 1163.0, 316.0, 18.0], KgQOcy-A5E, 5767446]
