[3509, 2480]
[section-title, [1011.0, 395.0, 478.0, 93.0], shoonya_4s4V12GI5IX3WE, 5724353]
[sub-section-title, [542.0, 530.0, 1398.0, 73.5], EC6es5z7qF, 5724353]
[sub-section-title, [542.0, 603.5, 1398.0, 73.5], EC6es5z7qF, 5724353]
[subsub-section-title, [371.0, 855.0, 374.0, 73.5], shoonya_2sZZIBWLKAPHWQ, 5724353]
[paragraph, [340.0, 997.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1049.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1102.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1154.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1207.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1259.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1312.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1364.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1417.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1469.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1522.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1574.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1627.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1679.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1732.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1784.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1837.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1889.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1942.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 1994.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2047.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2099.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2152.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2204.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2257.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2309.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2362.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2414.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2467.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2519.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2572.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2624.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2677.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2729.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2782.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2834.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2887.0, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
[paragraph, [340.0, 2939.5, 1853.0, 52.5], shoonya_0sCX05GU791CP2, 5724353]
