[3509, 2482]
[folio, [849.0, 211.0, 447.0, 52.5], pbOQx5lCjV, 5692087]
[paragraph, [287.0, 343.0, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [287.0, 395.5, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [287.0, 448.0, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [287.0, 500.5, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [287.0, 553.0, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [287.0, 605.5, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [287.0, 658.0, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [287.0, 710.5, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [287.0, 763.0, 1626.0, 52.5], shoonya_2sDV6ULAY54UEO, 5692087]
[paragraph, [290.0, 892.0, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 944.5, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 997.0, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1049.5, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1102.0, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1154.5, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1207.0, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1259.5, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1312.0, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1364.5, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1417.0, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1469.5, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1522.0, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1574.5, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [290.0, 1627.0, 1666.0, 52.5], shoonya_0sHC8KJN2CGFAK, 5692087]
[paragraph, [198.0, 1740.0, 1780.0, 52.5], cqaT3VUPKg, 5692087]
[paragraph, [198.0, 1792.5, 1780.0, 52.5], cqaT3VUPKg, 5692087]
[paragraph, [198.0, 1845.0, 1780.0, 52.5], cqaT3VUPKg, 5692087]
[paragraph, [294.0, 1914.0, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 1966.5, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2019.0, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2071.5, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2124.0, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2176.5, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2229.0, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2281.5, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2334.0, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2386.5, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2439.0, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2491.5, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2544.0, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [294.0, 2596.5, 1603.0, 52.5], ceVCh_Vc5y, 5692087]
[paragraph, [217.0, 2733.0, 1777.0, 52.5], Rja-5tQGnf, 5692087]
[paragraph, [217.0, 2785.5, 1777.0, 52.5], Rja-5tQGnf, 5692087]
[paragraph, [217.0, 2838.0, 1777.0, 52.5], Rja-5tQGnf, 5692087]
[paragraph, [217.0, 2890.5, 1777.0, 52.5], Rja-5tQGnf, 5692087]
[paragraph, [217.0, 2943.0, 1777.0, 52.5], Rja-5tQGnf, 5692087]
[paragraph, [217.0, 2995.5, 1777.0, 52.5], Rja-5tQGnf, 5692087]
[paragraph, [217.0, 3048.0, 1777.0, 52.5], Rja-5tQGnf, 5692087]
[paragraph, [316.0, 3145.0, 1588.0, 52.5], ql4VEURg0A, 5692087]
[paragraph, [316.0, 3197.5, 1588.0, 52.5], ql4VEURg0A, 5692087]
[paragraph, [316.0, 3250.0, 1588.0, 52.5], ql4VEURg0A, 5692087]
