[2174, 1461]
[folio, [149.0, 144.0, 220.0, 36.0], DFCDM165gF, 5654906]
[paragraph, [148.0, 247.0, 1183.0, 36.0], shoonya_1sTIVJVNQXVL1B, 5654906]
[paragraph, [148.0, 283.0, 1183.0, 36.0], shoonya_1sTIVJVNQXVL1B, 5654906]
[paragraph, [148.0, 319.0, 1183.0, 36.0], shoonya_1sTIVJVNQXVL1B, 5654906]
[paragraph, [148.0, 355.0, 1183.0, 36.0], shoonya_1sTIVJVNQXVL1B, 5654906]
[paragraph, [148.0, 391.0, 1183.0, 36.0], shoonya_1sTIVJVNQXVL1B, 5654906]
[paragraph, [148.0, 427.0, 1183.0, 36.0], shoonya_1sTIVJVNQXVL1B, 5654906]
[paragraph, [148.0, 463.0, 1183.0, 36.0], shoonya_1sTIVJVNQXVL1B, 5654906]
[paragraph, [148.0, 499.0, 1183.0, 36.0], shoonya_1sTIVJVNQXVL1B, 5654906]
[paragraph, [134.0, 589.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 625.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 661.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 697.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 733.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 769.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 805.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 841.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 877.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 913.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 949.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 985.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1021.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1057.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1093.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1129.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1165.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1201.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1237.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1273.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1309.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1345.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1381.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1417.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1453.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [134.0, 1489.0, 1210.0, 36.0], shoonya_0sDJK1UIDHQ1ST, 5654906]
[paragraph, [162.0, 1589.0, 1164.0, 36.0], shoonya_3sZ61D0VZBVKGJ, 5654906]
[paragraph, [162.0, 1625.0, 1164.0, 36.0], shoonya_3sZ61D0VZBVKGJ, 5654906]
[paragraph, [162.0, 1661.0, 1164.0, 36.0], shoonya_3sZ61D0VZBVKGJ, 5654906]
[paragraph, [162.0, 1697.0, 1164.0, 36.0], shoonya_3sZ61D0VZBVKGJ, 5654906]
[paragraph, [162.0, 1733.0, 1164.0, 36.0], shoonya_3sZ61D0VZBVKGJ, 5654906]
[paragraph, [162.0, 1769.0, 1164.0, 36.0], shoonya_3sZ61D0VZBVKGJ, 5654906]
[paragraph, [162.0, 1805.0, 1164.0, 36.0], shoonya_3sZ61D0VZBVKGJ, 5654906]
[paragraph, [162.0, 1841.0, 1164.0, 36.0], shoonya_3sZ61D0VZBVKGJ, 5654906]
[reference, [158.0, 1947.0, 615.0, 36.0], shoonya_2s52M8V08F3NSD, 5654906]
[reference, [158.0, 1983.0, 615.0, 36.0], shoonya_2s52M8V08F3NSD, 5654906]
