[1806, 1262]
[paragraph, [86.0, 159.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 195.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 231.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 267.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 303.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 339.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 375.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 411.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 447.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 483.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 519.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 555.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 591.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 627.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 663.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 699.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 735.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 771.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 807.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 843.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 879.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 915.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 951.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 987.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 1023.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 1059.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 1095.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 1131.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 1167.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [86.0, 1203.0, 520.0, 36.0], shoonya_3sTTD7RWGVSBT9, 5681671]
[paragraph, [643.0, 169.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 205.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 241.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 277.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 313.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 349.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 385.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 421.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 457.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 493.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 529.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
[paragraph, [643.0, 565.0, 518.0, 36.0], -fGXgYzF6c, 5681671]
