[1601, 1128]
[section-title, [83.0, 91.0, 169.0, 49.5], X0NgfDzIEn, 6472435]
[headline, [84.0, 183.0, 917.0, 37.5], shoonya_6s4T0QU8GJE4D8, 6472435]
[headline, [84.0, 220.5, 917.0, 37.5], shoonya_6s4T0QU8GJE4D8, 6472435]
[headline, [84.0, 258.0, 917.0, 37.5], shoonya_6s4T0QU8GJE4D8, 6472435]
[headline, [84.0, 295.5, 917.0, 37.5], shoonya_6s4T0QU8GJE4D8, 6472435]
[headline, [84.0, 333.0, 917.0, 37.5], shoonya_6s4T0QU8GJE4D8, 6472435]
[headline, [84.0, 370.5, 917.0, 37.5], shoonya_6s4T0QU8GJE4D8, 6472435]
[headline, [84.0, 408.0, 917.0, 37.5], shoonya_6s4T0QU8GJE4D8, 6472435]
[sidebar, [576.0, 475.0, 442.0, 36.0], shoonya_4s2SWWCPCJ6A0Q, 6472435]
[sidebar, [576.0, 511.0, 442.0, 36.0], shoonya_4s2SWWCPCJ6A0Q, 6472435]
[sidebar, [576.0, 547.0, 442.0, 36.0], shoonya_4s2SWWCPCJ6A0Q, 6472435]
[sidebar, [576.0, 583.0, 442.0, 36.0], shoonya_4s2SWWCPCJ6A0Q, 6472435]
[sidebar, [576.0, 619.0, 442.0, 36.0], shoonya_4s2SWWCPCJ6A0Q, 6472435]
[paragraph, [587.0, 718.0, 473.0, 36.0], shoonya_1sYXJLWSP5LQLO, 6472435]
[paragraph, [588.0, 772.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [588.0, 808.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [588.0, 844.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [588.0, 880.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [588.0, 916.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [588.0, 952.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [588.0, 988.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [588.0, 1024.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [588.0, 1060.0, 468.0, 36.0], shoonya_5sY96NGMUEIK9J, 6472435]
[paragraph, [82.0, 1117.0, 476.0, 36.0], shoonya_7sATYITRFFSV0H, 6472435]
[paragraph, [82.0, 1153.0, 476.0, 36.0], shoonya_7sATYITRFFSV0H, 6472435]
[paragraph, [82.0, 1189.0, 476.0, 36.0], shoonya_7sATYITRFFSV0H, 6472435]
[paragraph, [82.0, 1225.0, 476.0, 36.0], shoonya_7sATYITRFFSV0H, 6472435]
[paragraph, [82.0, 1261.0, 476.0, 36.0], shoonya_7sATYITRFFSV0H, 6472435]
[paragraph, [588.0, 1124.0, 472.0, 36.0], shoonya_3sZB8NTUQACOKL, 6472435]
[paragraph, [588.0, 1160.0, 472.0, 36.0], shoonya_3sZB8NTUQACOKL, 6472435]
[paragraph, [588.0, 1196.0, 472.0, 36.0], shoonya_3sZB8NTUQACOKL, 6472435]
[paragraph, [588.0, 1232.0, 472.0, 36.0], shoonya_3sZB8NTUQACOKL, 6472435]
[paragraph, [588.0, 1268.0, 472.0, 36.0], shoonya_3sZB8NTUQACOKL, 6472435]
[paragraph, [588.0, 1304.0, 472.0, 36.0], shoonya_3sZB8NTUQACOKL, 6472435]
[paragraph, [588.0, 1340.0, 472.0, 36.0], shoonya_3sZB8NTUQACOKL, 6472435]
[paragraph, [87.0, 1298.0, 470.0, 36.0], shoonya_0sLZIC5CZKQUEM, 6472435]
[paragraph, [87.0, 1334.0, 470.0, 36.0], shoonya_0sLZIC5CZKQUEM, 6472435]
[paragraph, [87.0, 1370.0, 470.0, 36.0], shoonya_0sLZIC5CZKQUEM, 6472435]
[paragraph, [87.0, 1406.0, 470.0, 36.0], shoonya_0sLZIC5CZKQUEM, 6472435]
[paragraph, [87.0, 1442.0, 470.0, 36.0], shoonya_0sLZIC5CZKQUEM, 6472435]
[paragraph, [587.0, 1396.0, 470.0, 36.0], wdcs4NEe92, 6472435]
[paragraph, [587.0, 1432.0, 470.0, 36.0], wdcs4NEe92, 6472435]
