[2339, 1656]
[section-title, [674.0, 131.0, 313.0, 52.5], shoonya_5s1AMT87QG6KD0, 5690276]
[paragraph, [149.0, 252.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 288.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 324.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 360.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 396.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 432.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 468.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 504.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 540.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 576.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 612.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 648.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 684.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 720.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [149.0, 756.0, 1370.0, 36.0], shoonya_3s20A1B6JRQJ78, 5690276]
[paragraph, [153.0, 806.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 842.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 878.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 914.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 950.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 986.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1022.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1058.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1094.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1130.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1166.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1202.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1238.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1274.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1310.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1346.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
[paragraph, [153.0, 1382.0, 1366.0, 36.0], shoonya_1sB8OH0ZFHW1N5, 5690276]
