[2339, 1654]
[folio, [1310.0, 57.0, 235.0, 36.0], ovWgPezimE, 5750665]
[paragraph, [95.0, 113.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 149.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 185.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 221.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 257.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 293.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 329.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 365.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 401.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 437.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 473.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 509.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 545.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 581.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 617.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [95.0, 653.0, 1471.0, 36.0], 0tQrS3pfBD, 5750665]
[paragraph, [79.0, 687.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 723.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 759.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 795.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 831.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 867.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 903.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 939.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 975.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1011.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1047.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1083.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1119.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1155.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1191.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1227.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1263.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1299.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1335.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1371.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1407.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1443.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1479.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1515.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1551.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1587.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1623.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1659.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1695.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1731.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1767.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [79.0, 1803.0, 1488.0, 36.0], shoonya_0s7877XW88AGI6, 5750665]
[paragraph, [233.0, 1833.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 1869.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 1905.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 1941.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 1977.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 2013.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 2049.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 2085.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 2121.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 2157.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
[paragraph, [233.0, 2193.0, 1171.0, 36.0], Um8Wylu3wA, 5750665]
