[2342, 1678]
[section-title, [222.0, 77.0, 356.0, 52.5], shoonya_7sHUCEX23SSF5S, 5656548]
[section-title, [222.0, 129.5, 356.0, 52.5], shoonya_7sHUCEX23SSF5S, 5656548]
[contact-info, [1013.0, 146.0, 366.0, 36.0], shoonya_10sRHQ2A8T27YI, 5656548]
[paragraph, [120.0, 230.0, 1413.0, 36.0], shoonya_1sMIHDQCLG74WI, 5656548]
[paragraph, [120.0, 266.0, 1413.0, 36.0], shoonya_1sMIHDQCLG74WI, 5656548]
[paragraph, [120.0, 302.0, 1413.0, 36.0], shoonya_1sMIHDQCLG74WI, 5656548]
[paragraph, [120.0, 338.0, 1413.0, 36.0], shoonya_1sMIHDQCLG74WI, 5656548]
[paragraph, [120.0, 374.0, 1413.0, 36.0], shoonya_1sMIHDQCLG74WI, 5656548]
[paragraph, [120.0, 410.0, 1413.0, 36.0], shoonya_1sMIHDQCLG74WI, 5656548]
[paragraph, [120.0, 446.0, 1413.0, 36.0], shoonya_1sMIHDQCLG74WI, 5656548]
[paragraph, [120.0, 482.0, 1413.0, 36.0], shoonya_1sMIHDQCLG74WI, 5656548]
[paragraph, [116.0, 1033.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1069.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1105.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1141.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1177.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1213.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1249.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1285.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1321.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1357.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1393.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1429.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [116.0, 1465.0, 1395.0, 36.0], shoonya_0sLYCJ0ZT4EWPD, 5656548]
[paragraph, [115.0, 1539.0, 1415.0, 36.0], shoonya_4sAACUAWF9RGIY, 5656548]
[paragraph, [115.0, 1575.0, 1415.0, 36.0], shoonya_4sAACUAWF9RGIY, 5656548]
[paragraph, [115.0, 1611.0, 1415.0, 36.0], shoonya_4sAACUAWF9RGIY, 5656548]
[paragraph, [115.0, 1647.0, 1415.0, 36.0], shoonya_4sAACUAWF9RGIY, 5656548]
[paragraph, [115.0, 1683.0, 1415.0, 36.0], shoonya_4sAACUAWF9RGIY, 5656548]
