[1754, 1241]
[chapter-title, [210.0, 204.0, 894.0, 58.5], shoonya_3sBAO6E9UEQ1MD, 5708582]
[ordered-list, [181.0, 368.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 404.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 440.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 476.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 512.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 548.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 584.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 620.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 656.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 692.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [181.0, 728.0, 941.0, 36.0], shoonya_0sC2EDDIS6X4YJ, 5708582]
[ordered-list, [113.0, 825.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 861.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 897.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 933.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 969.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 1005.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 1041.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 1077.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 1113.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [113.0, 1149.0, 1027.0, 36.0], shoonya_4sQWUNC3DL43S1, 5708582]
[ordered-list, [105.0, 1268.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
[ordered-list, [105.0, 1304.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
[ordered-list, [105.0, 1340.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
[ordered-list, [105.0, 1376.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
[ordered-list, [105.0, 1412.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
[ordered-list, [105.0, 1448.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
[ordered-list, [105.0, 1484.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
[ordered-list, [105.0, 1520.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
[ordered-list, [105.0, 1556.0, 1045.0, 36.0], -6wKiQgCA2, 5708582]
