[2337, 1642]
[paragraph, [133.0, 143.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 179.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 215.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 251.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 287.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 323.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 359.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 395.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 431.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 467.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 503.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 539.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 575.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 611.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 647.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 683.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 719.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 755.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 791.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 827.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 863.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 899.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 935.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 971.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1007.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1043.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1079.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1115.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1151.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1187.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1223.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1259.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1295.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1331.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1367.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1403.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1439.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1475.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1511.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1547.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1583.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1619.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1655.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [133.0, 1691.0, 1376.0, 36.0], 9TZcdVnj-q, 5752389]
[paragraph, [125.0, 1845.0, 1395.0, 36.0], j_B9CjCASP, 5752389]
[paragraph, [125.0, 1881.0, 1395.0, 36.0], j_B9CjCASP, 5752389]
[paragraph, [125.0, 1917.0, 1395.0, 36.0], j_B9CjCASP, 5752389]
[paragraph, [125.0, 1953.0, 1395.0, 36.0], j_B9CjCASP, 5752389]
[paragraph, [125.0, 1989.0, 1395.0, 36.0], j_B9CjCASP, 5752389]
[paragraph, [125.0, 2025.0, 1395.0, 36.0], j_B9CjCASP, 5752389]
[paragraph, [125.0, 2061.0, 1395.0, 36.0], j_B9CjCASP, 5752389]
[folio, [1409.0, 2114.0, 102.0, 36.0], r4k_5_4JvM, 5752389]
[website-link, [555.0, 2266.0, 522.0, 18.0], shoonya_3sEUHRUJRAS9UE, 5752389]
[website-link, [555.0, 2284.0, 522.0, 18.0], shoonya_3sEUHRUJRAS9UE, 5752389]
[website-link, [555.0, 2302.0, 522.0, 18.0], shoonya_3sEUHRUJRAS9UE, 5752389]
