[792, 612]
[section-title, [22.0, 55.0, 170.0, 30.0], MIZfjdPV5Q, 6515574]
[headline, [220.0, 100.0, 97.0, 25.5], JSo9cLzrlj, 6515574]
[headline, [220.0, 125.5, 97.0, 25.5], JSo9cLzrlj, 6515574]
[index, [45.0, 122.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 140.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 158.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 176.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 194.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 212.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 230.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 248.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 266.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 284.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 302.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 320.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 338.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 356.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 374.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[index, [45.0, 392.0, 131.0, 18.0], Nb0q3TGeEw, 6515574]
[author, [226.0, 177.0, 80.0, 18.0], EDsFGPyRAF, 6515574]
[paragraph, [225.0, 213.0, 158.0, 18.0], vBiRi7xi7m, 6515574]
[paragraph, [225.0, 231.0, 158.0, 18.0], vBiRi7xi7m, 6515574]
[paragraph, [224.0, 268.0, 161.0, 18.0], uwN5RiEZTM, 6515574]
[paragraph, [224.0, 286.0, 161.0, 18.0], uwN5RiEZTM, 6515574]
[paragraph, [224.0, 304.0, 161.0, 18.0], uwN5RiEZTM, 6515574]
[paragraph, [224.0, 322.0, 161.0, 18.0], uwN5RiEZTM, 6515574]
[paragraph, [224.0, 340.0, 161.0, 18.0], uwN5RiEZTM, 6515574]
[paragraph, [393.0, 325.0, 162.0, 18.0], gG5tLq3LfC, 6515574]
[paragraph, [393.0, 343.0, 162.0, 18.0], gG5tLq3LfC, 6515574]
[paragraph, [393.0, 361.0, 162.0, 18.0], gG5tLq3LfC, 6515574]
[paragraph, [393.0, 379.0, 162.0, 18.0], gG5tLq3LfC, 6515574]
[paragraph, [220.0, 372.0, 164.0, 18.0], g6-puDnxm6, 6515574]
[paragraph, [220.0, 390.0, 164.0, 18.0], g6-puDnxm6, 6515574]
[paragraph, [220.0, 408.0, 164.0, 18.0], g6-puDnxm6, 6515574]
[paragraph, [220.0, 426.0, 164.0, 18.0], g6-puDnxm6, 6515574]
[paragraph, [220.0, 444.0, 164.0, 18.0], g6-puDnxm6, 6515574]
[paragraph, [392.0, 410.0, 161.0, 18.0], 3ByfnQ9ojV, 6515574]
[paragraph, [392.0, 428.0, 161.0, 18.0], 3ByfnQ9ojV, 6515574]
[paragraph, [392.0, 446.0, 161.0, 18.0], 3ByfnQ9ojV, 6515574]
[paragraph, [392.0, 464.0, 161.0, 18.0], 3ByfnQ9ojV, 6515574]
[paragraph, [392.0, 482.0, 161.0, 18.0], 3ByfnQ9ojV, 6515574]
[contact-info, [50.0, 423.0, 118.0, 18.0], RNDQWIcY38, 6515574]
