[1162, 749]
[folio, [291.0, 79.0, 135.0, 18.0], shoonya_4sZ2ANZ70UXDCX, 5699960]
[paragraph, [78.0, 124.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 142.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 160.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 178.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 196.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 214.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 232.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 250.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 268.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 286.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 304.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 322.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 340.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 358.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 376.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 394.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [78.0, 412.0, 591.0, 18.0], shoonya_0sJXV5WUKG2Y1E, 5699960]
[paragraph, [77.0, 436.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 454.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 472.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 490.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 508.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 526.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 544.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 562.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 580.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 598.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 616.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [77.0, 634.0, 594.0, 18.0], nKYcNEWUwr, 5699960]
[paragraph, [84.0, 672.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 690.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 708.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 726.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 744.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 762.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 780.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 798.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 816.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 834.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[paragraph, [84.0, 852.0, 595.0, 18.0], shoonya_1sDEAW3EC3ENG3, 5699960]
[footnote, [85.0, 939.0, 588.0, 18.0], shoonya_2sVUX2BE8EMEY1, 5699960]
[footnote, [85.0, 957.0, 588.0, 18.0], shoonya_2sVUX2BE8EMEY1, 5699960]
[footnote, [85.0, 975.0, 588.0, 18.0], shoonya_2sVUX2BE8EMEY1, 5699960]
[footnote, [85.0, 993.0, 588.0, 18.0], shoonya_2sVUX2BE8EMEY1, 5699960]
[footnote, [85.0, 1011.0, 588.0, 18.0], shoonya_2sVUX2BE8EMEY1, 5699960]
[footnote, [85.0, 1029.0, 588.0, 18.0], shoonya_2sVUX2BE8EMEY1, 5699960]
[footnote, [85.0, 1047.0, 588.0, 18.0], shoonya_2sVUX2BE8EMEY1, 5699960]
[footnote, [85.0, 1065.0, 588.0, 18.0], shoonya_2sVUX2BE8EMEY1, 5699960]
