[1063, 680]
[chapter-title, [111.0, 257.0, 466.0, 30.0], shoonya_0sLPZSK1Q3JWOI, 5739798]
[chapter-title, [111.0, 287.0, 466.0, 30.0], shoonya_0sLPZSK1Q3JWOI, 5739798]
[paragraph, [68.0, 341.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 359.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 377.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 395.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 413.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 431.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 449.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 467.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 485.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 503.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 521.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 539.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 557.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 575.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 593.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 611.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 629.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 647.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 665.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 683.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [68.0, 701.0, 544.0, 18.0], shoonya_3sPWS0RKN0UVY3, 5739798]
[paragraph, [67.0, 754.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 772.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 790.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 808.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 826.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 844.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 862.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 880.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 898.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 916.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 934.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 952.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[paragraph, [67.0, 970.0, 543.0, 18.0], shoonya_1sT31DHKU2D84Y, 5739798]
[footnote, [462.0, 1016.0, 173.0, 18.0], shoonya_2s636PW38XRMWX, 5739798]
