[2278, 1778]
[folio, [99.0, 48.0, 283.0, 36.0], shoonya_0sABIC1LHQN4OT, 5754820]
[dateline, [164.0, 128.0, 522.0, 64.5], NPGVrhottt, 5754820]
[folio, [1426.0, 131.0, 202.0, 36.0], roNV1KXitq, 5754820]
[folio, [1426.0, 167.0, 202.0, 36.0], roNV1KXitq, 5754820]
[options, [309.0, 613.0, 1246.0, 36.0], 19ItEQWacD, 5754820]
[options, [309.0, 649.0, 1246.0, 36.0], 19ItEQWacD, 5754820]
[options, [309.0, 685.0, 1246.0, 36.0], 19ItEQWacD, 5754820]
[options, [309.0, 721.0, 1246.0, 36.0], 19ItEQWacD, 5754820]
[options, [248.0, 914.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 950.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 986.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1022.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1058.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1094.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1130.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1166.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1202.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1238.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1274.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [248.0, 1310.0, 628.0, 36.0], yXjSiUSSf8, 5754820]
[options, [977.0, 919.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 955.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 991.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1027.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1063.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1099.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1135.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1171.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1207.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1243.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1279.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[options, [977.0, 1315.0, 634.0, 36.0], yHy9i8woX3, 5754820]
[placeholder-text, [260.0, 1491.0, 1355.0, 18.0], FWvkI89NF5, 5754820]
[placeholder-text, [260.0, 1509.0, 1355.0, 18.0], FWvkI89NF5, 5754820]
[placeholder-text, [260.0, 1527.0, 1355.0, 18.0], FWvkI89NF5, 5754820]
[placeholder-text, [260.0, 1545.0, 1355.0, 18.0], FWvkI89NF5, 5754820]
[placeholder-text, [260.0, 1563.0, 1355.0, 18.0], FWvkI89NF5, 5754820]
[placeholder-text, [260.0, 1581.0, 1355.0, 18.0], FWvkI89NF5, 5754820]
[placeholder-text, [956.0, 1723.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1741.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1759.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1777.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1795.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1813.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1831.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1849.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1867.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1885.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1903.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1921.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1939.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1957.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1975.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 1993.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 2011.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 2029.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 2047.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [956.0, 2065.0, 192.0, 18.0], cxUmN2M-BC, 5754820]
[placeholder-text, [491.0, 1725.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1743.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1761.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1779.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1797.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1815.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1833.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1851.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1869.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1887.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1905.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1923.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1941.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1959.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1977.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 1995.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 2013.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 2031.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 2049.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [491.0, 2067.0, 211.0, 18.0], ZXRtzff5eQ, 5754820]
[placeholder-text, [1379.0, 1725.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1743.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1761.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1779.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1797.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1815.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1833.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1851.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1869.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1887.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1905.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1923.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1941.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1959.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1977.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 1995.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 2013.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 2031.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 2049.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
[placeholder-text, [1379.0, 2067.0, 208.0, 18.0], PU0pGNUSeH, 5754820]
