[2338, 1654]
[paragraph, [389.0, 193.0, 474.0, 36.0], shoonya_3sXZFHCQVYPJR0, 5753411]
[paragraph, [389.0, 229.0, 474.0, 36.0], shoonya_3sXZFHCQVYPJR0, 5753411]
[paragraph, [389.0, 265.0, 474.0, 36.0], shoonya_3sXZFHCQVYPJR0, 5753411]
[paragraph, [186.0, 322.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 358.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 394.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 430.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 466.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 502.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 538.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 574.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 610.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 646.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 682.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 718.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 754.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 790.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 826.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 862.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 898.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 934.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 970.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1006.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1042.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1078.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1114.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1150.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1186.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1222.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1258.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1294.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1330.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1366.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1402.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1438.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1474.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [186.0, 1510.0, 1310.0, 36.0], shoonya_0s1OQ65BK8N19A, 5753411]
[paragraph, [375.0, 1564.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1600.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1636.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1672.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1708.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1744.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1780.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1816.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1852.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1888.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1924.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1960.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 1996.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
[paragraph, [375.0, 2032.0, 462.0, 36.0], LFF6w2rcgS, 5753411]
