[1034, 680]
[folio, [232.0, 67.0, 215.0, 18.0], shoonya_1sNVGJUWXNN891, 5740005]
[folio, [232.0, 85.0, 215.0, 18.0], shoonya_1sNVGJUWXNN891, 5740005]
[paragraph, [60.0, 127.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 145.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 163.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 181.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 199.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 217.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 235.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 253.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 271.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 289.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 307.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 325.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [60.0, 343.0, 549.0, 18.0], iyyQXVXLwk, 5740005]
[paragraph, [65.0, 395.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 413.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 431.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 449.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 467.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 485.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 503.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 521.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 539.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 557.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 575.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 593.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 611.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 629.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 647.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 665.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 683.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 701.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 719.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 737.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [65.0, 755.0, 551.0, 18.0], shoonya_0sAF859JEG360G, 5740005]
[paragraph, [224.0, 787.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 805.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 823.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 841.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 859.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 877.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 895.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 913.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 931.0, 353.0, 18.0], ZjURBeklXn, 5740005]
[paragraph, [224.0, 949.0, 353.0, 18.0], ZjURBeklXn, 5740005]
