[1650, 1275]
[paragraph, [317.0, 208.0, 765.0, 36.0], shoonya_0sX2ILGVHXQ600, 6468163]
[paragraph, [317.0, 244.0, 765.0, 36.0], shoonya_0sX2ILGVHXQ600, 6468163]
[paragraph, [317.0, 280.0, 765.0, 36.0], shoonya_0sX2ILGVHXQ600, 6468163]
[paragraph, [317.0, 316.0, 765.0, 36.0], shoonya_0sX2ILGVHXQ600, 6468163]
[ordered-list, [297.0, 369.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 405.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 441.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 477.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 513.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 549.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 585.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 621.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 657.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 693.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 729.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 765.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 801.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 837.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 873.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 909.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 945.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 981.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1017.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1053.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1089.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1125.0, 802.0, 36.0], LczGne9zUL, 6468163]
[ordered-list, [297.0, 1161.0, 802.0, 36.0], LczGne9zUL, 6468163]
