[1447, 1063]
[folio, [410.0, 44.0, 241.0, 18.0], KJMj_ulV_7, 5762905]
[folio, [410.0, 62.0, 241.0, 18.0], KJMj_ulV_7, 5762905]
[section-title, [413.0, 96.0, 229.0, 30.0], shoonya_8sH4RJTWK8G2HA, 5762905]
[headline, [118.0, 166.0, 828.0, 25.5], shoonya_6sCBS4FDXUMYK0, 5762905]
[headline, [118.0, 191.5, 828.0, 25.5], shoonya_6sCBS4FDXUMYK0, 5762905]
[headline, [118.0, 217.0, 828.0, 25.5], shoonya_6sCBS4FDXUMYK0, 5762905]
[headline, [118.0, 242.5, 828.0, 25.5], shoonya_6sCBS4FDXUMYK0, 5762905]
[headline, [118.0, 268.0, 828.0, 25.5], shoonya_6sCBS4FDXUMYK0, 5762905]
[paragraph, [87.0, 324.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [87.0, 342.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [87.0, 360.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [87.0, 378.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [87.0, 396.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [87.0, 414.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [87.0, 432.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [87.0, 450.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [87.0, 468.0, 440.0, 18.0], shoonya_5s8LFCAKZA5YL3, 5762905]
[paragraph, [529.0, 327.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 345.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 363.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 381.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 399.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 417.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 435.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 453.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 471.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 489.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 507.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 525.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 543.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 561.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 579.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 597.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 615.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 633.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [529.0, 651.0, 438.0, 18.0], 6Vkj6NnzeJ, 5762905]
[paragraph, [86.0, 744.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 762.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 780.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 798.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 816.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 834.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 852.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 870.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 888.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 906.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 924.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 942.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 960.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 978.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 996.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1014.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1032.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1050.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1068.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1086.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1104.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1122.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1140.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1158.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1176.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [86.0, 1194.0, 444.0, 18.0], shoonya_2sDPYKBTMMIFDF, 5762905]
[paragraph, [532.0, 973.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 991.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1009.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1027.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1045.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1063.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1081.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1099.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1117.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1135.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1153.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1171.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1189.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1207.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1225.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1243.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1261.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1279.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [532.0, 1297.0, 440.0, 18.0], shoonya_4s6V6IJAGPCXKM, 5762905]
[paragraph, [88.0, 1227.0, 445.0, 18.0], IVAVlkIm4o, 5762905]
[paragraph, [88.0, 1245.0, 445.0, 18.0], IVAVlkIm4o, 5762905]
[paragraph, [88.0, 1263.0, 445.0, 18.0], IVAVlkIm4o, 5762905]
[paragraph, [88.0, 1281.0, 445.0, 18.0], IVAVlkIm4o, 5762905]
[paragraph, [88.0, 1299.0, 445.0, 18.0], IVAVlkIm4o, 5762905]
[paragraph, [88.0, 1317.0, 445.0, 18.0], IVAVlkIm4o, 5762905]
