[1461, 1106]
[section-title, [118.0, 128.0, 400.0, 30.0], shoonya_5sEBAZB96ZZV9E, 5759352]
[section-title, [118.0, 158.0, 400.0, 30.0], shoonya_5sEBAZB96ZZV9E, 5759352]
[answer, [133.0, 270.0, 794.0, 18.0], RYX19U-LQx, 5759352]
[answer, [133.0, 288.0, 794.0, 18.0], RYX19U-LQx, 5759352]
[answer, [133.0, 306.0, 794.0, 18.0], RYX19U-LQx, 5759352]
[answer, [133.0, 324.0, 794.0, 18.0], RYX19U-LQx, 5759352]
[answer, [133.0, 342.0, 794.0, 18.0], RYX19U-LQx, 5759352]
[paragraph, [133.0, 369.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 387.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 405.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 423.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 441.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 459.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 477.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 495.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 513.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 531.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 549.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 567.0, 797.0, 18.0], gX3DSJ_3-L, 5759352]
[paragraph, [133.0, 595.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [133.0, 613.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [133.0, 631.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [133.0, 649.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [133.0, 667.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [133.0, 685.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [133.0, 703.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [133.0, 721.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [133.0, 739.0, 797.0, 18.0], JGw-_2PZiX, 5759352]
[paragraph, [140.0, 763.0, 796.0, 18.0], AZNpaRzTdN, 5759352]
[paragraph, [140.0, 781.0, 796.0, 18.0], AZNpaRzTdN, 5759352]
[paragraph, [208.0, 861.0, 680.0, 18.0], shoonya_8sWS5UQP3YQFUC, 5759352]
[paragraph, [208.0, 879.0, 680.0, 18.0], shoonya_8sWS5UQP3YQFUC, 5759352]
[paragraph, [208.0, 897.0, 680.0, 18.0], shoonya_8sWS5UQP3YQFUC, 5759352]
[paragraph, [208.0, 915.0, 680.0, 18.0], shoonya_8sWS5UQP3YQFUC, 5759352]
[paragraph, [208.0, 933.0, 680.0, 18.0], shoonya_8sWS5UQP3YQFUC, 5759352]
[paragraph, [208.0, 951.0, 680.0, 18.0], shoonya_8sWS5UQP3YQFUC, 5759352]
[paragraph, [208.0, 969.0, 680.0, 18.0], shoonya_8sWS5UQP3YQFUC, 5759352]
[paragraph, [208.0, 987.0, 680.0, 18.0], shoonya_8sWS5UQP3YQFUC, 5759352]
[section-title, [124.0, 1027.0, 702.0, 30.0], j4sw6UbYEr, 5759352]
[unordered-list, [406.0, 1088.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1106.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1124.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1142.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1160.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1178.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1196.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1214.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1232.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1250.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[unordered-list, [406.0, 1268.0, 249.0, 18.0], shoonya_6sW9EW6NQWBONG, 5759352]
[folio, [751.0, 1342.0, 161.0, 18.0], kp24sQr8AR, 5759352]
