[567, 439]
[chapter-title, [242.0, 130.0, 165.0, 30.0], ShR764ISbG, 6460767]
[paragraph, [213.0, 186.0, 192.0, 18.0], 85fHBMX4dl, 6460767]
[paragraph, [213.0, 204.0, 192.0, 18.0], 85fHBMX4dl, 6460767]
[paragraph, [26.0, 190.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [26.0, 208.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [26.0, 226.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [26.0, 244.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [26.0, 262.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [26.0, 280.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [26.0, 298.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [26.0, 316.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [26.0, 334.0, 188.0, 18.0], zONLbh2Z9O, 6460767]
[paragraph, [206.0, 223.0, 193.0, 18.0], aELp3s04EJ, 6460767]
[paragraph, [206.0, 241.0, 193.0, 18.0], aELp3s04EJ, 6460767]
[paragraph, [206.0, 259.0, 193.0, 18.0], aELp3s04EJ, 6460767]
[paragraph, [206.0, 277.0, 193.0, 18.0], aELp3s04EJ, 6460767]
[paragraph, [206.0, 295.0, 193.0, 18.0], aELp3s04EJ, 6460767]
[paragraph, [206.0, 313.0, 193.0, 18.0], aELp3s04EJ, 6460767]
[paragraph, [213.0, 328.0, 186.0, 18.0], 2sCELXS1Lf, 6460767]
[paragraph, [213.0, 346.0, 186.0, 18.0], 2sCELXS1Lf, 6460767]
[paragraph, [213.0, 364.0, 186.0, 18.0], 2sCELXS1Lf, 6460767]
[paragraph, [213.0, 382.0, 186.0, 18.0], 2sCELXS1Lf, 6460767]
[paragraph, [25.0, 366.0, 189.0, 18.0], R-dhjhOYa_, 6460767]
[paragraph, [25.0, 384.0, 189.0, 18.0], R-dhjhOYa_, 6460767]
[paragraph, [25.0, 402.0, 189.0, 18.0], R-dhjhOYa_, 6460767]
[paragraph, [25.0, 420.0, 189.0, 18.0], R-dhjhOYa_, 6460767]
[paragraph, [25.0, 438.0, 189.0, 18.0], R-dhjhOYa_, 6460767]
[paragraph, [212.0, 408.0, 192.0, 18.0], XIUwgx0fuW, 6460767]
[paragraph, [212.0, 426.0, 192.0, 18.0], XIUwgx0fuW, 6460767]
[paragraph, [212.0, 444.0, 192.0, 18.0], XIUwgx0fuW, 6460767]
[paragraph, [212.0, 462.0, 192.0, 18.0], XIUwgx0fuW, 6460767]
[paragraph, [212.0, 480.0, 192.0, 18.0], XIUwgx0fuW, 6460767]
[paragraph, [23.0, 464.0, 194.0, 18.0], ea0vsIgKzU, 6460767]
[paragraph, [23.0, 482.0, 194.0, 18.0], ea0vsIgKzU, 6460767]
[folio, [173.0, 504.0, 82.0, 18.0], d_3FbeUh6y, 6460767]
