[1200, 825]
[paragraph, [135.0, 109.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 127.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 145.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 163.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 181.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 199.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 217.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 235.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 253.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 271.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 289.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 307.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 325.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 343.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 361.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 379.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 397.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 415.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 433.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [135.0, 451.0, 552.0, 18.0], shoonya_0sTFVVNV5QRCQJ, 5690981]
[paragraph, [137.0, 478.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 496.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 514.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 532.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 550.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 568.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 586.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 604.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 622.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 640.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 658.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 676.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 694.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 712.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 730.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 748.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 766.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 784.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 802.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 820.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 838.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 856.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [137.0, 874.0, 550.0, 18.0], shoonya_1sI42KSASV3CYN, 5690981]
[paragraph, [138.0, 907.0, 558.0, 18.0], shoonya_3sG002YMQQMFHH, 5690981]
[paragraph, [138.0, 925.0, 558.0, 18.0], shoonya_3sG002YMQQMFHH, 5690981]
[paragraph, [138.0, 943.0, 558.0, 18.0], shoonya_3sG002YMQQMFHH, 5690981]
[paragraph, [138.0, 961.0, 558.0, 18.0], shoonya_3sG002YMQQMFHH, 5690981]
[paragraph, [138.0, 979.0, 558.0, 18.0], shoonya_3sG002YMQQMFHH, 5690981]
[paragraph, [138.0, 997.0, 558.0, 18.0], shoonya_3sG002YMQQMFHH, 5690981]
[paragraph, [138.0, 1015.0, 558.0, 18.0], shoonya_3sG002YMQQMFHH, 5690981]
[paragraph, [138.0, 1033.0, 558.0, 18.0], shoonya_3sG002YMQQMFHH, 5690981]
