[1468, 909]
[folio, [349.0, 79.0, 174.0, 18.0], I_4rgV551j, 5770627]
[folio, [349.0, 97.0, 174.0, 18.0], I_4rgV551j, 5770627]
[paragraph, [79.0, 142.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 160.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 178.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 196.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 214.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 232.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 250.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 268.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 286.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 304.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 322.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 340.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 358.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 376.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 394.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 412.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 430.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 448.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 466.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 484.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 502.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 520.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 538.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 556.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 574.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 592.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [79.0, 610.0, 373.0, 18.0], al2K8HJVNc, 5770627]
[paragraph, [462.0, 147.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 165.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 183.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 201.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 219.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 237.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 255.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 273.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 291.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 309.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 327.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 345.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 363.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [462.0, 381.0, 365.0, 18.0], shoonya_0s3EG94Q14RVLX, 5770627]
[paragraph, [459.0, 418.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 436.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 454.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 472.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 490.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 508.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 526.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 544.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 562.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 580.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 598.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 616.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 634.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 652.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 670.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 688.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 706.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 724.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 742.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 760.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 778.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 796.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 814.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 832.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 850.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 868.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 886.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 904.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 922.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 940.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 958.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 976.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 994.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1012.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1030.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1048.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1066.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1084.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1102.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1120.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1138.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [459.0, 1156.0, 385.0, 18.0], shoonya_3sGMY5QRNF5XAC, 5770627]
[paragraph, [82.0, 640.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 658.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 676.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 694.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 712.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 730.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 748.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 766.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 784.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 802.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
[paragraph, [82.0, 820.0, 366.0, 18.0], shoonya_4s2YT0NRWHPT9O, 5770627]
