[681, 497]
[paragraph, [248.0, 19.0, 227.0, 18.0], shoonya_6sUOKC2SV5EB2I, 5713147]
[paragraph, [248.0, 37.0, 227.0, 18.0], shoonya_6sUOKC2SV5EB2I, 5713147]
[paragraph, [248.0, 55.0, 227.0, 18.0], shoonya_6sUOKC2SV5EB2I, 5713147]
[paragraph, [248.0, 73.0, 227.0, 18.0], shoonya_6sUOKC2SV5EB2I, 5713147]
[paragraph, [27.0, 24.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 42.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 60.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 78.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 96.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 114.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 132.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 150.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 168.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 186.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 204.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 222.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 240.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 258.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 276.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 294.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [27.0, 312.0, 217.0, 18.0], shoonya_5sWKWRI0QET2U1, 5713147]
[paragraph, [247.0, 108.0, 222.0, 18.0], shoonya_4sLXEBSEINDMHW, 5713147]
[paragraph, [247.0, 126.0, 222.0, 18.0], shoonya_4sLXEBSEINDMHW, 5713147]
[paragraph, [247.0, 144.0, 222.0, 18.0], shoonya_4sLXEBSEINDMHW, 5713147]
[paragraph, [247.0, 162.0, 222.0, 18.0], shoonya_4sLXEBSEINDMHW, 5713147]
[paragraph, [247.0, 180.0, 222.0, 18.0], shoonya_4sLXEBSEINDMHW, 5713147]
[paragraph, [247.0, 198.0, 222.0, 18.0], shoonya_4sLXEBSEINDMHW, 5713147]
[paragraph, [247.0, 216.0, 222.0, 18.0], shoonya_4sLXEBSEINDMHW, 5713147]
[paragraph, [248.0, 242.0, 222.0, 18.0], shoonya_2s7BSSKRHP773G, 5713147]
[paragraph, [248.0, 260.0, 222.0, 18.0], shoonya_2s7BSSKRHP773G, 5713147]
[paragraph, [248.0, 278.0, 222.0, 18.0], shoonya_2s7BSSKRHP773G, 5713147]
[paragraph, [248.0, 296.0, 222.0, 18.0], shoonya_2s7BSSKRHP773G, 5713147]
[paragraph, [248.0, 314.0, 222.0, 18.0], shoonya_2s7BSSKRHP773G, 5713147]
[paragraph, [250.0, 333.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 351.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 369.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 387.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 405.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 423.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 441.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 459.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 477.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 495.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 513.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 531.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 549.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 567.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 585.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 603.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [250.0, 621.0, 220.0, 18.0], shoonya_0sA0ZZ9X7PF5O7, 5713147]
[paragraph, [22.0, 342.0, 227.0, 18.0], shoonya_3sUZ779QNZ0TNT, 5713147]
[paragraph, [22.0, 360.0, 227.0, 18.0], shoonya_3sUZ779QNZ0TNT, 5713147]
[paragraph, [22.0, 378.0, 227.0, 18.0], shoonya_3sUZ779QNZ0TNT, 5713147]
[paragraph, [23.0, 405.0, 224.0, 18.0], shoonya_1sWH8R559VP1B5, 5713147]
[paragraph, [23.0, 423.0, 224.0, 18.0], shoonya_1sWH8R559VP1B5, 5713147]
[paragraph, [23.0, 441.0, 224.0, 18.0], shoonya_1sWH8R559VP1B5, 5713147]
[paragraph, [23.0, 459.0, 224.0, 18.0], shoonya_1sWH8R559VP1B5, 5713147]
[paragraph, [23.0, 477.0, 224.0, 18.0], shoonya_1sWH8R559VP1B5, 5713147]
[paragraph, [23.0, 495.0, 224.0, 18.0], shoonya_1sWH8R559VP1B5, 5713147]
[paragraph, [23.0, 513.0, 224.0, 18.0], shoonya_1sWH8R559VP1B5, 5713147]
[paragraph, [24.0, 545.0, 224.0, 18.0], shoonya_7sR0FW66EXQSP5, 5713147]
[paragraph, [24.0, 563.0, 224.0, 18.0], shoonya_7sR0FW66EXQSP5, 5713147]
[paragraph, [24.0, 581.0, 224.0, 18.0], shoonya_7sR0FW66EXQSP5, 5713147]
[paragraph, [24.0, 599.0, 224.0, 18.0], shoonya_7sR0FW66EXQSP5, 5713147]
[paragraph, [24.0, 617.0, 224.0, 18.0], shoonya_7sR0FW66EXQSP5, 5713147]
[folio, [415.0, 654.0, 56.0, 18.0], idoQKByxPk, 5713147]
