[2230, 1630]
[chapter-title, [575.0, 108.0, 479.0, 70.5], dVNkVi-e0y, 5758151]
[chapter-title, [575.0, 178.5, 479.0, 70.5], dVNkVi-e0y, 5758151]
[paragraph, [71.0, 267.0, 1470.0, 36.0], TcNdc7VWPD, 5758151]
[paragraph, [71.0, 303.0, 1470.0, 36.0], TcNdc7VWPD, 5758151]
[paragraph, [71.0, 339.0, 1470.0, 36.0], TcNdc7VWPD, 5758151]
[paragraph, [71.0, 375.0, 1470.0, 36.0], TcNdc7VWPD, 5758151]
[paragraph, [81.0, 430.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 466.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 502.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 538.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 574.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 610.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 646.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 682.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 718.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [81.0, 754.0, 1462.0, 36.0], bnQnWn_bdy, 5758151]
[paragraph, [98.0, 800.0, 1429.0, 36.0], shoonya_1s1ZJCR2AASXD4, 5758151]
[paragraph, [98.0, 836.0, 1429.0, 36.0], shoonya_1s1ZJCR2AASXD4, 5758151]
[paragraph, [98.0, 872.0, 1429.0, 36.0], shoonya_1s1ZJCR2AASXD4, 5758151]
