[1613, 1275]
[paragraph, [109.0, 96.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 132.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 168.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 204.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 240.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 276.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 312.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 348.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 384.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 420.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 456.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 492.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 528.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [109.0, 564.0, 516.0, 36.0], shoonya_1sY350MRBHXBYW, 5759003]
[paragraph, [656.0, 103.0, 508.0, 36.0], LWIF0WGB4E, 5759003]
[paragraph, [656.0, 139.0, 508.0, 36.0], LWIF0WGB4E, 5759003]
[paragraph, [656.0, 175.0, 508.0, 36.0], LWIF0WGB4E, 5759003]
[paragraph, [656.0, 211.0, 508.0, 36.0], LWIF0WGB4E, 5759003]
[paragraph, [656.0, 247.0, 508.0, 36.0], LWIF0WGB4E, 5759003]
[paragraph, [656.0, 283.0, 508.0, 36.0], LWIF0WGB4E, 5759003]
[paragraph, [656.0, 366.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 402.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 438.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 474.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 510.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 546.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 582.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 618.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 654.0, 503.0, 36.0], IHCI9GaVkV, 5759003]
[paragraph, [656.0, 706.0, 506.0, 36.0], YMLq6Nwj2K, 5759003]
[paragraph, [656.0, 742.0, 506.0, 36.0], YMLq6Nwj2K, 5759003]
[paragraph, [656.0, 778.0, 506.0, 36.0], YMLq6Nwj2K, 5759003]
[paragraph, [656.0, 814.0, 506.0, 36.0], YMLq6Nwj2K, 5759003]
[paragraph, [656.0, 850.0, 506.0, 36.0], YMLq6Nwj2K, 5759003]
[paragraph, [656.0, 886.0, 506.0, 36.0], YMLq6Nwj2K, 5759003]
[paragraph, [653.0, 953.0, 514.0, 36.0], -75Z9jP2Um, 5759003]
[paragraph, [653.0, 989.0, 514.0, 36.0], -75Z9jP2Um, 5759003]
[paragraph, [653.0, 1025.0, 514.0, 36.0], -75Z9jP2Um, 5759003]
[paragraph, [653.0, 1061.0, 514.0, 36.0], -75Z9jP2Um, 5759003]
[paragraph, [653.0, 1097.0, 514.0, 36.0], -75Z9jP2Um, 5759003]
[figure-caption, [122.0, 1204.0, 486.0, 36.0], shoonya_3sMLOEPLPJEJR5, 5759003]
[figure-caption, [122.0, 1240.0, 486.0, 36.0], shoonya_3sMLOEPLPJEJR5, 5759003]
[paragraph, [116.0, 1289.0, 498.0, 36.0], shoonya_4s8XOBZ77788L7, 5759003]
[paragraph, [116.0, 1325.0, 498.0, 36.0], shoonya_4s8XOBZ77788L7, 5759003]
[paragraph, [116.0, 1361.0, 498.0, 36.0], shoonya_4s8XOBZ77788L7, 5759003]
[paragraph, [116.0, 1397.0, 498.0, 36.0], shoonya_4s8XOBZ77788L7, 5759003]
[paragraph, [116.0, 1433.0, 498.0, 36.0], shoonya_4s8XOBZ77788L7, 5759003]
