[1461, 1106]
[section-title, [135.0, 123.0, 334.0, 30.0], shoonya_8sURHQ5TAY6QCO, 5758949]
[unordered-list, [128.0, 165.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 183.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 201.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 219.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 237.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 255.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 273.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 291.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 309.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 327.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 345.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 363.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 381.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 399.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 417.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 435.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 453.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 471.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 489.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[unordered-list, [128.0, 507.0, 866.0, 18.0], shoonya_0sD1A40A3GR1MC, 5758949]
[section-title, [131.0, 538.0, 850.0, 30.0], 5XoyEBiBEE, 5758949]
[paragraph, [136.0, 575.0, 847.0, 18.0], shoonya_12sVWZAMRUP33J, 5758949]
[paragraph, [136.0, 593.0, 847.0, 18.0], shoonya_12sVWZAMRUP33J, 5758949]
[paragraph, [136.0, 611.0, 847.0, 18.0], shoonya_12sVWZAMRUP33J, 5758949]
[paragraph, [136.0, 629.0, 847.0, 18.0], shoonya_12sVWZAMRUP33J, 5758949]
[paragraph, [136.0, 647.0, 847.0, 18.0], shoonya_12sVWZAMRUP33J, 5758949]
[section-title, [211.0, 675.0, 114.0, 30.0], mR3CVLZn-A, 5758949]
[section-title, [510.0, 675.0, 175.0, 30.0], L8cqM_aAYT, 5758949]
[unordered-list, [516.0, 713.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 731.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 749.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 767.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 785.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 803.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 821.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 839.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 857.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [516.0, 875.0, 450.0, 18.0], shoonya_1sK266I853Q0DF, 5758949]
[unordered-list, [203.0, 718.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[unordered-list, [203.0, 736.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[unordered-list, [203.0, 754.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[unordered-list, [203.0, 772.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[unordered-list, [203.0, 790.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[unordered-list, [203.0, 808.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[unordered-list, [203.0, 826.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[unordered-list, [203.0, 844.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[unordered-list, [203.0, 862.0, 237.0, 18.0], shoonya_5s9VSEI5ZAKNO3, 5758949]
[paragraph, [144.0, 900.0, 837.0, 18.0], shoonya_3sJLJTDPPW1FO6, 5758949]
[paragraph, [144.0, 918.0, 837.0, 18.0], shoonya_3sJLJTDPPW1FO6, 5758949]
[paragraph, [144.0, 936.0, 837.0, 18.0], shoonya_3sJLJTDPPW1FO6, 5758949]
[paragraph, [144.0, 954.0, 837.0, 18.0], shoonya_3sJLJTDPPW1FO6, 5758949]
[paragraph, [144.0, 972.0, 837.0, 18.0], shoonya_3sJLJTDPPW1FO6, 5758949]
[paragraph, [144.0, 990.0, 837.0, 18.0], shoonya_3sJLJTDPPW1FO6, 5758949]
[paragraph, [144.0, 1008.0, 837.0, 18.0], shoonya_3sJLJTDPPW1FO6, 5758949]
[paragraph, [144.0, 1026.0, 837.0, 18.0], shoonya_3sJLJTDPPW1FO6, 5758949]
[section-title, [588.0, 1063.0, 185.0, 30.0], qRK4SKJVqC, 5758949]
[section-title, [286.0, 1065.0, 114.0, 30.0], EcRPD7-t-B, 5758949]
[unordered-list, [283.0, 1107.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1125.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1143.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1161.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1179.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1197.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1215.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1233.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1251.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1269.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1287.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [283.0, 1305.0, 231.0, 18.0], shoonya_6sJWRT7NLZ2WPG, 5758949]
[unordered-list, [587.0, 1108.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1126.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1144.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1162.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1180.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1198.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1216.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1234.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1252.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1270.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1288.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[unordered-list, [587.0, 1306.0, 396.0, 18.0], shoonya_2sJ55E9JTWR0NY, 5758949]
[folio, [196.0, 1347.0, 153.0, 18.0], shoonya_11s5C5UU375RXM, 5758949]
