[2339, 1654]
[chapter-title, [655.0, 72.0, 278.0, 70.5], shoonya_0sCTVHPOE2TXNV, 5750952]
[paragraph, [49.0, 252.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [49.0, 288.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [49.0, 324.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [49.0, 360.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [49.0, 396.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [49.0, 432.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [49.0, 468.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [49.0, 504.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [49.0, 540.0, 1513.0, 36.0], j_s52rVZNe, 5750952]
[paragraph, [70.0, 584.0, 1450.0, 36.0], KW2lna9v7I, 5750952]
[paragraph, [70.0, 620.0, 1450.0, 36.0], KW2lna9v7I, 5750952]
[paragraph, [70.0, 656.0, 1450.0, 36.0], KW2lna9v7I, 5750952]
[paragraph, [70.0, 692.0, 1450.0, 36.0], KW2lna9v7I, 5750952]
[paragraph, [70.0, 728.0, 1450.0, 36.0], KW2lna9v7I, 5750952]
[paragraph, [45.0, 778.0, 1494.0, 36.0], Xcg2TwGJxS, 5750952]
[paragraph, [45.0, 814.0, 1494.0, 36.0], Xcg2TwGJxS, 5750952]
[paragraph, [45.0, 850.0, 1494.0, 36.0], Xcg2TwGJxS, 5750952]
[paragraph, [45.0, 886.0, 1494.0, 36.0], Xcg2TwGJxS, 5750952]
[paragraph, [45.0, 922.0, 1494.0, 36.0], Xcg2TwGJxS, 5750952]
[paragraph, [58.0, 979.0, 1461.0, 36.0], 9jdp9RLY9h, 5750952]
[paragraph, [58.0, 1015.0, 1461.0, 36.0], 9jdp9RLY9h, 5750952]
[paragraph, [58.0, 1051.0, 1461.0, 36.0], 9jdp9RLY9h, 5750952]
[paragraph, [58.0, 1087.0, 1461.0, 36.0], 9jdp9RLY9h, 5750952]
[paragraph, [58.0, 1123.0, 1461.0, 36.0], 9jdp9RLY9h, 5750952]
[paragraph, [58.0, 1159.0, 1461.0, 36.0], 9jdp9RLY9h, 5750952]
[paragraph, [58.0, 1195.0, 1461.0, 36.0], 9jdp9RLY9h, 5750952]
[paragraph, [86.0, 1248.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1284.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1320.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1356.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1392.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1428.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1464.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1500.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1536.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1572.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1608.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1644.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1680.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1716.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1752.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [86.0, 1788.0, 1450.0, 36.0], shoonya_1sHJDJAHW5MM8Y, 5750952]
[paragraph, [76.0, 1823.0, 1446.0, 36.0], Uljl9q4SyV, 5750952]
[paragraph, [76.0, 1859.0, 1446.0, 36.0], Uljl9q4SyV, 5750952]
[paragraph, [76.0, 1895.0, 1446.0, 36.0], Uljl9q4SyV, 5750952]
[paragraph, [76.0, 1931.0, 1446.0, 36.0], Uljl9q4SyV, 5750952]
[paragraph, [76.0, 1967.0, 1446.0, 36.0], Uljl9q4SyV, 5750952]
[paragraph, [76.0, 2003.0, 1446.0, 36.0], Uljl9q4SyV, 5750952]
[paragraph, [76.0, 2039.0, 1446.0, 36.0], Uljl9q4SyV, 5750952]
[paragraph, [76.0, 2075.0, 1446.0, 36.0], Uljl9q4SyV, 5750952]
