[1492, 1000]
[folio, [403.0, 151.0, 214.0, 18.0], 21c5Xu_Zld, 5720815]
[paragraph, [145.0, 207.0, 733.0, 18.0], shoonya_0s1KXW9RZ8PCJJ, 5720815]
[paragraph, [145.0, 225.0, 733.0, 18.0], shoonya_0s1KXW9RZ8PCJJ, 5720815]
[paragraph, [145.0, 243.0, 733.0, 18.0], shoonya_0s1KXW9RZ8PCJJ, 5720815]
[paragraph, [145.0, 261.0, 733.0, 18.0], shoonya_0s1KXW9RZ8PCJJ, 5720815]
[paragraph, [145.0, 279.0, 733.0, 18.0], shoonya_0s1KXW9RZ8PCJJ, 5720815]
[paragraph, [145.0, 297.0, 733.0, 18.0], shoonya_0s1KXW9RZ8PCJJ, 5720815]
[paragraph, [145.0, 315.0, 733.0, 18.0], shoonya_0s1KXW9RZ8PCJJ, 5720815]
[paragraph, [145.0, 333.0, 733.0, 18.0], shoonya_0s1KXW9RZ8PCJJ, 5720815]
[paragraph, [151.0, 370.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 388.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 406.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 424.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 442.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 460.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 478.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 496.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 514.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 532.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 550.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 568.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 586.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 604.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 622.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 640.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 658.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 676.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 694.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 712.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 730.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 748.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 766.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 784.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 802.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 820.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 838.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 856.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 874.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 892.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 910.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 928.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 946.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 964.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 982.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 1000.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 1018.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 1036.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 1054.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 1072.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [151.0, 1090.0, 730.0, 18.0], ea3okby4UX, 5720815]
[paragraph, [145.0, 1116.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1134.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1152.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1170.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1188.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1206.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1224.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1242.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1260.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1278.0, 737.0, 18.0], 5M161zI1x4, 5720815]
[paragraph, [145.0, 1296.0, 737.0, 18.0], 5M161zI1x4, 5720815]
