[1755, 1240]
[section-title, [223.0, 143.0, 867.0, 49.5], shoonya_3sKOHPQDN33AP1, 5693316]
[sub-section-title, [219.0, 244.0, 388.0, 36.0], shoonya_2s4K0S2YQSVZCV, 5693316]
[paragraph, [215.0, 327.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 363.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 399.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 435.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 471.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 507.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 543.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 579.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 615.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 651.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 687.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 723.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 759.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 795.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 831.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 867.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 903.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [215.0, 939.0, 884.0, 36.0], shoonya_1s3C2THVHJLS8Z, 5693316]
[paragraph, [213.0, 1041.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1077.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1113.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1149.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1185.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1221.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1257.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1293.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1329.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1365.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1401.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1437.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
[paragraph, [213.0, 1473.0, 888.0, 36.0], shoonya_0s5U5EEHX9PZRV, 5693316]
