[1545, 2000]
[section-title, [19.0, 95.0, 616.0, 49.5], shoonya_3sK5OWJURL1EXX, 6532468]
[section-title, [19.0, 144.5, 616.0, 49.5], shoonya_3sK5OWJURL1EXX, 6532468]
[section-title, [19.0, 194.0, 616.0, 49.5], shoonya_3sK5OWJURL1EXX, 6532468]
[section-title, [685.0, 100.0, 615.0, 49.5], lIyEBSYrL_, 6532468]
[section-title, [685.0, 149.5, 615.0, 49.5], lIyEBSYrL_, 6532468]
[section-title, [685.0, 199.0, 615.0, 49.5], lIyEBSYrL_, 6532468]
[section-title, [1439.0, 117.0, 458.0, 49.5], L57AF6gOb2, 6532468]
[contact-info, [1414.0, 222.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 258.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 294.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 330.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 366.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 402.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 438.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 474.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 510.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 546.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 582.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 618.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[contact-info, [1414.0, 654.0, 520.0, 36.0], PcDm4Rgd5N, 6532468]
[paragraph, [725.0, 257.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 293.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 329.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 365.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 401.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 437.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 473.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 509.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 545.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[paragraph, [725.0, 581.0, 563.0, 36.0], FPJpC7o85A, 6532468]
[website-link, [1491.0, 287.0, 345.0, 18.0], gzFVERYscn, 6532468]
[website-link, [1491.0, 305.0, 345.0, 18.0], gzFVERYscn, 6532468]
[website-link, [1491.0, 323.0, 345.0, 18.0], gzFVERYscn, 6532468]
[paragraph, [65.0, 325.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 361.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 397.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 433.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 469.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 505.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 541.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 577.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 613.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
[paragraph, [65.0, 649.0, 548.0, 36.0], kiYJGl2tFL, 6532468]
