[3509, 2480]
[paragraph, [356.0, 385.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 437.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 490.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 542.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 595.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 647.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 700.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 752.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 805.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 857.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 910.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 962.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1015.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1067.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1120.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1172.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1225.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1277.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1330.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1382.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1435.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1487.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1540.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1592.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1645.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1697.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1750.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1802.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1855.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1907.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 1960.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2012.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2065.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2117.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2170.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2222.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2275.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2327.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2380.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2432.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2485.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2537.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2590.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2642.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2695.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2747.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2800.0, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
[paragraph, [356.0, 2852.5, 1770.0, 52.5], shoonya_0sBIO257ZRCRI6, 5724139]
