[2200, 1700]
[paragraph, [322.0, 103.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 139.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 175.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 211.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 247.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 283.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 319.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 355.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 391.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 427.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 463.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 499.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 535.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 571.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 607.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 643.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 679.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 715.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 751.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 787.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 823.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 859.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 895.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 931.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [322.0, 967.0, 1090.0, 36.0], shoonya_2s0628D5JDR5FB, 5731752]
[paragraph, [324.0, 1009.0, 1090.0, 36.0], shoonya_1s755RTZLO0EXO, 5731752]
[paragraph, [324.0, 1045.0, 1090.0, 36.0], shoonya_1s755RTZLO0EXO, 5731752]
[paragraph, [324.0, 1081.0, 1090.0, 36.0], shoonya_1s755RTZLO0EXO, 5731752]
[paragraph, [324.0, 1117.0, 1090.0, 36.0], shoonya_1s755RTZLO0EXO, 5731752]
[paragraph, [324.0, 1153.0, 1090.0, 36.0], shoonya_1s755RTZLO0EXO, 5731752]
[paragraph, [324.0, 1189.0, 1090.0, 36.0], shoonya_1s755RTZLO0EXO, 5731752]
[paragraph, [330.0, 1235.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1271.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1307.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1343.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1379.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1415.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1451.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1487.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1523.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1559.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [330.0, 1595.0, 1088.0, 36.0], shoonya_0sCLKXQVCVEI99, 5731752]
[paragraph, [337.0, 1636.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[paragraph, [337.0, 1672.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[paragraph, [337.0, 1708.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[paragraph, [337.0, 1744.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[paragraph, [337.0, 1780.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[paragraph, [337.0, 1816.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[paragraph, [337.0, 1852.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[paragraph, [337.0, 1888.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[paragraph, [337.0, 1924.0, 1087.0, 36.0], shoonya_3sNWEZUNSIVEMO, 5731752]
[folio, [411.0, 2042.0, 371.0, 36.0], shoonya_4sPMHFCK8SYUL2, 5731752]
[folio, [411.0, 2078.0, 371.0, 36.0], shoonya_4sPMHFCK8SYUL2, 5731752]
