[2234, 1660]
[section-title, [62.0, 180.0, 144.0, 52.5], shoonya_13sO7ZUWB39XVK, 5654661]
[headline, [437.0, 399.0, 811.0, 67.5], shoonya_8sAMRW1ERBWR0U, 5654661]
[author, [732.0, 542.0, 235.0, 36.0], shoonya_9s2EPA3WHRMO6D, 5654661]
[sidebar, [837.0, 629.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 665.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 701.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 737.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 773.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 809.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 845.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 881.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 917.0, 789.0, 36.0], launG8pDpc, 5654661]
[sidebar, [837.0, 953.0, 789.0, 36.0], launG8pDpc, 5654661]
[paragraph, [97.0, 636.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 672.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 708.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 744.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 780.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 816.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 852.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 888.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 924.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 960.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 996.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 1032.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 1068.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 1104.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[paragraph, [97.0, 1140.0, 729.0, 36.0], shoonya_1sD4I4CJ5HT4B4, 5654661]
[figure-caption, [1071.0, 687.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[figure-caption, [1071.0, 723.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[figure-caption, [1071.0, 759.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[figure-caption, [1071.0, 795.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[figure-caption, [1071.0, 831.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[figure-caption, [1071.0, 867.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[figure-caption, [1071.0, 903.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[figure-caption, [1071.0, 939.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[figure-caption, [1071.0, 975.0, 542.0, 36.0], shoonya_10sBA3HY5EXPDS, 5654661]
[paragraph, [864.0, 996.0, 753.0, 36.0], shoonya_5sVTO0JM83RX9I, 5654661]
[paragraph, [864.0, 1032.0, 753.0, 36.0], shoonya_5sVTO0JM83RX9I, 5654661]
[paragraph, [864.0, 1068.0, 753.0, 36.0], shoonya_5sVTO0JM83RX9I, 5654661]
[paragraph, [864.0, 1104.0, 753.0, 36.0], shoonya_5sVTO0JM83RX9I, 5654661]
[paragraph, [856.0, 1162.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1198.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1234.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1270.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1306.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1342.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1378.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1414.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1450.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1486.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1522.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1558.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1594.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1630.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [856.0, 1666.0, 753.0, 36.0], shoonya_2sBU7G8VH4NITD, 5654661]
[paragraph, [95.0, 1202.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1238.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1274.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1310.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1346.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1382.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1418.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1454.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1490.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1526.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1562.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1598.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [95.0, 1634.0, 725.0, 36.0], shoonya_0sBR3BTNSQ1PPR, 5654661]
[paragraph, [87.0, 1691.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 1727.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 1763.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 1799.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 1835.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 1871.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 1907.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 1943.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 1979.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 2015.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [87.0, 2051.0, 730.0, 36.0], shoonya_3sVOLTGUL50RMC, 5654661]
[paragraph, [849.0, 1706.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 1742.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 1778.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 1814.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 1850.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 1886.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 1922.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 1958.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 1994.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 2030.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
[paragraph, [849.0, 2066.0, 752.0, 36.0], shoonya_4s1LAZIYXN70AL, 5654661]
