[842, 595]
[paragraph, [52.0, 93.0, 261.0, 18.0], shoonya_5sXJRZ576ICDUZ, 5742285]
[paragraph, [52.0, 111.0, 261.0, 18.0], shoonya_5sXJRZ576ICDUZ, 5742285]
[paragraph, [52.0, 129.0, 261.0, 18.0], shoonya_5sXJRZ576ICDUZ, 5742285]
[paragraph, [52.0, 147.0, 261.0, 18.0], shoonya_5sXJRZ576ICDUZ, 5742285]
[paragraph, [52.0, 165.0, 261.0, 18.0], shoonya_5sXJRZ576ICDUZ, 5742285]
[paragraph, [319.0, 94.0, 223.0, 18.0], shoonya_6sQYXXKR0UW5A4, 5742285]
[paragraph, [319.0, 112.0, 223.0, 18.0], shoonya_6sQYXXKR0UW5A4, 5742285]
[paragraph, [319.0, 130.0, 223.0, 18.0], shoonya_6sQYXXKR0UW5A4, 5742285]
[paragraph, [319.0, 148.0, 223.0, 18.0], shoonya_6sQYXXKR0UW5A4, 5742285]
[paragraph, [319.0, 166.0, 223.0, 18.0], shoonya_6sQYXXKR0UW5A4, 5742285]
[paragraph, [319.0, 184.0, 223.0, 18.0], shoonya_6sQYXXKR0UW5A4, 5742285]
[paragraph, [319.0, 202.0, 223.0, 18.0], shoonya_6sQYXXKR0UW5A4, 5742285]
[paragraph, [54.0, 208.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 226.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 244.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 262.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 280.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 298.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 316.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 334.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 352.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [54.0, 370.0, 258.0, 18.0], shoonya_2s564BK28CF5CK, 5742285]
[paragraph, [319.0, 237.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 255.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 273.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 291.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 309.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 327.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 345.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 363.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 381.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 399.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 417.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 435.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 453.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 471.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 489.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 507.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 525.0, 223.0, 18.0], shoonya_1sUAKA1VH2VBFK, 5742285]
[paragraph, [319.0, 560.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[paragraph, [319.0, 578.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[paragraph, [319.0, 596.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[paragraph, [319.0, 614.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[paragraph, [319.0, 632.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[paragraph, [319.0, 650.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[paragraph, [319.0, 668.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[paragraph, [319.0, 686.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[paragraph, [319.0, 704.0, 223.0, 18.0], shoonya_4sQUOOYPP6VLQJ, 5742285]
[folio, [472.0, 740.0, 67.0, 18.0], shoonya_10sJSHCQ9FV64M, 5742285]
