[1372, 849]
[section-title, [358.0, 69.0, 145.0, 30.0], shoonya_0sMN7NF6VYATAT, 5710394]
[paragraph, [79.0, 124.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 142.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 160.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 178.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 196.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 214.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 232.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 250.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 268.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 286.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 304.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 322.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 340.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [79.0, 358.0, 688.0, 18.0], shoonya_1sZ2WEFLL1SYG7, 5710394]
[paragraph, [63.0, 389.0, 730.0, 18.0], _hdIYNMLbl, 5710394]
[paragraph, [63.0, 407.0, 730.0, 18.0], _hdIYNMLbl, 5710394]
[paragraph, [63.0, 425.0, 730.0, 18.0], _hdIYNMLbl, 5710394]
[paragraph, [63.0, 443.0, 730.0, 18.0], _hdIYNMLbl, 5710394]
[paragraph, [93.0, 469.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 487.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 505.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 523.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 541.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 559.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 577.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 595.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 613.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
[paragraph, [93.0, 631.0, 671.0, 18.0], 7V5Uy1vEvX, 5710394]
