[1241, 1654]
[sub-section-title, [602.0, 45.0, 446.0, 25.5], QZHbidhDt3, 5726347]
[sub-section-title, [602.0, 70.5, 446.0, 25.5], QZHbidhDt3, 5726347]
[section-title, [59.0, 55.0, 429.0, 30.0], zJYEfsLY4C, 5726347]
[paragraph, [51.0, 107.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 125.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 143.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 161.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 179.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 197.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 215.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 233.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 251.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 269.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 287.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 305.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 323.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 341.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 359.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 377.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 395.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 413.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
[paragraph, [51.0, 431.0, 464.0, 18.0], 7WKEJJsGiL, 5726347]
