[1200, 825]
[chapter-title, [363.0, 265.0, 98.0, 30.0], shoonya_0sYWV3GQNZ45NL, 5691102]
[section-title, [288.0, 309.0, 239.0, 30.0], 9Y-Q_vPBY3, 5691102]
[paragraph, [137.0, 363.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 381.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 399.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 417.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 435.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 453.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 471.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 489.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 507.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 525.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 543.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [137.0, 561.0, 542.0, 18.0], ch-eoAR1j1, 5691102]
[paragraph, [132.0, 579.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 597.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 615.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 633.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 651.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 669.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 687.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 705.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 723.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 741.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 759.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 777.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 795.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 813.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 831.0, 553.0, 18.0], qUA4zbFFSp, 5691102]
[paragraph, [132.0, 855.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 873.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 891.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 909.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 927.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 945.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 963.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 981.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 999.0, 551.0, 18.0], TJ04YhBca_, 5691102]
[paragraph, [132.0, 1017.0, 551.0, 18.0], TJ04YhBca_, 5691102]
