[2200, 1700]
[section-title, [284.0, 231.0, 358.0, 52.5], shoonya_4sCXQYYAQUMCAO, 5685854]
[paragraph, [278.0, 327.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 363.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 399.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 435.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 471.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 507.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 543.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 579.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 615.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 651.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 687.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 723.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 759.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 795.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 831.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[paragraph, [278.0, 867.0, 1143.0, 36.0], shoonya_0sVZU03WNJWKAN, 5685854]
[ordered-list, [400.0, 962.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[ordered-list, [400.0, 998.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[ordered-list, [400.0, 1034.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[ordered-list, [400.0, 1070.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[ordered-list, [400.0, 1106.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[ordered-list, [400.0, 1142.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[ordered-list, [400.0, 1178.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[ordered-list, [400.0, 1214.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[ordered-list, [400.0, 1250.0, 848.0, 36.0], shoonya_5s0KMEQ68ZUYAS, 5685854]
[reference, [916.0, 1328.0, 318.0, 36.0], LfLMiQI0-z, 5685854]
[ordered-list, [396.0, 1333.0, 510.0, 36.0], l9y_9gZsWV, 5685854]
[sub-section-title, [251.0, 1423.0, 353.0, 55.5], shoonya_3sCLFSVDUAL6C5, 5685854]
[paragraph, [278.0, 1526.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1562.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1598.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1634.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1670.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1706.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1742.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1778.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1814.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1850.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
[paragraph, [278.0, 1886.0, 1140.0, 36.0], shoonya_1sNC8UAE6XPZGK, 5685854]
