[507, 318]
[folio, [229.0, 11.0, 64.0, 18.0], J0rnNqxYgh, 5652760]
[paragraph, [0.0, 44.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 62.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 80.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 98.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 116.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 134.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 152.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 170.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 188.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 206.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 224.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 242.0, 308.0, 18.0], shoonya_0sETJKO4WBZ3Y4, 5652760]
[paragraph, [0.0, 265.0, 299.0, 18.0], shoonya_3sWCJR91JKVRTJ, 5652760]
[paragraph, [0.0, 283.0, 299.0, 18.0], shoonya_3sWCJR91JKVRTJ, 5652760]
[paragraph, [2.0, 304.0, 304.0, 18.0], shoonya_1sOVK9AHCQXQDX, 5652760]
[paragraph, [2.0, 322.0, 304.0, 18.0], shoonya_1sOVK9AHCQXQDX, 5652760]
[paragraph, [2.0, 340.0, 304.0, 18.0], shoonya_1sOVK9AHCQXQDX, 5652760]
[paragraph, [2.0, 358.0, 304.0, 18.0], shoonya_1sOVK9AHCQXQDX, 5652760]
[paragraph, [2.0, 376.0, 304.0, 18.0], shoonya_1sOVK9AHCQXQDX, 5652760]
[paragraph, [1.0, 401.0, 306.0, 18.0], shoonya_2sJ2RUUMQ2AANE, 5652760]
[paragraph, [1.0, 419.0, 306.0, 18.0], shoonya_2sJ2RUUMQ2AANE, 5652760]
[paragraph, [0.0, 441.0, 316.0, 18.0], shoonya_5sET8FFBEDZQGJ, 5652760]
[paragraph, [0.0, 459.0, 316.0, 18.0], shoonya_5sET8FFBEDZQGJ, 5652760]
