[1241, 798]
[folio, [89.0, 62.0, 134.0, 18.0], shoonya_5sCC1JKNLNVXSS, 5701866]
[paragraph, [89.0, 113.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 131.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 149.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 167.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 185.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 203.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 221.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 239.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 257.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 275.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 293.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 311.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 329.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 347.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 365.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 383.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 401.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 419.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 437.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 455.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 473.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [89.0, 491.0, 617.0, 18.0], shoonya_0s0QW7B8R13AC6, 5701866]
[paragraph, [90.0, 531.0, 618.0, 18.0], shoonya_3sK203KIO73NCK, 5701866]
[paragraph, [90.0, 549.0, 618.0, 18.0], shoonya_3sK203KIO73NCK, 5701866]
[paragraph, [90.0, 567.0, 618.0, 18.0], shoonya_3sK203KIO73NCK, 5701866]
[paragraph, [90.0, 585.0, 618.0, 18.0], shoonya_3sK203KIO73NCK, 5701866]
[paragraph, [90.0, 603.0, 618.0, 18.0], shoonya_3sK203KIO73NCK, 5701866]
[paragraph, [90.0, 621.0, 618.0, 18.0], shoonya_3sK203KIO73NCK, 5701866]
[paragraph, [89.0, 653.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 671.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 689.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 707.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 725.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 743.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 761.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 779.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 797.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [89.0, 815.0, 618.0, 18.0], shoonya_2s2JSMYNZ5YE98, 5701866]
[paragraph, [90.0, 855.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 873.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 891.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 909.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 927.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 945.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
[paragraph, [90.0, 963.0, 618.0, 18.0], shoonya_1s5OYWHSDY2JS9, 5701866]
