[3509, 2480]
[paragraph, [362.0, 396.0, 1784.0, 52.5], 227bPBz7I_, 5723842]
[paragraph, [362.0, 448.5, 1784.0, 52.5], 227bPBz7I_, 5723842]
[paragraph, [362.0, 501.0, 1784.0, 52.5], 227bPBz7I_, 5723842]
[paragraph, [362.0, 553.5, 1784.0, 52.5], 227bPBz7I_, 5723842]
[paragraph, [362.0, 606.0, 1784.0, 52.5], 227bPBz7I_, 5723842]
[paragraph, [362.0, 658.5, 1784.0, 52.5], 227bPBz7I_, 5723842]
[paragraph, [362.0, 711.0, 1784.0, 52.5], 227bPBz7I_, 5723842]
[paragraph, [346.0, 824.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 876.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 929.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 981.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1034.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1086.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1139.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1191.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1244.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1296.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1349.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1401.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1454.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1506.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1559.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1611.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1664.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1716.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1769.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1821.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1874.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1926.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 1979.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2031.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2084.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2136.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2189.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2241.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2294.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2346.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2399.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2451.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2504.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2556.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2609.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2661.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2714.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2766.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2819.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2871.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2924.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 2976.5, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
[paragraph, [346.0, 3029.0, 1820.0, 52.5], shoonya_0sBYGWOC3ZNPJR, 5723842]
