[3509, 2480]
[paragraph, [334.0, 393.0, 1805.0, 52.5], shoonya_3s8HFRAX0XXCDP, 5723781]
[paragraph, [334.0, 445.5, 1805.0, 52.5], shoonya_3s8HFRAX0XXCDP, 5723781]
[paragraph, [334.0, 498.0, 1805.0, 52.5], shoonya_3s8HFRAX0XXCDP, 5723781]
[paragraph, [334.0, 550.5, 1805.0, 52.5], shoonya_3s8HFRAX0XXCDP, 5723781]
[paragraph, [334.0, 603.0, 1805.0, 52.5], shoonya_3s8HFRAX0XXCDP, 5723781]
[paragraph, [334.0, 655.5, 1805.0, 52.5], shoonya_3s8HFRAX0XXCDP, 5723781]
[paragraph, [353.0, 750.0, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 802.5, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 855.0, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 907.5, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 960.0, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1012.5, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1065.0, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1117.5, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1170.0, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1222.5, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1275.0, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1327.5, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1380.0, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1432.5, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1485.0, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1537.5, 1785.0, 52.5], PUMYDxaKvE, 5723781]
[paragraph, [353.0, 1670.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 1722.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 1775.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 1827.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 1880.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 1932.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 1985.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2037.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2090.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2142.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2195.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2247.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2300.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2352.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2405.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2457.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2510.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2562.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2615.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2667.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2720.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2772.5, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [353.0, 2825.0, 1801.0, 52.5], 43COG-s5GI, 5723781]
[paragraph, [361.0, 2915.0, 1802.0, 52.5], shoonya_2s6QCQ5AZB7JJX, 5723781]
[paragraph, [361.0, 2967.5, 1802.0, 52.5], shoonya_2s6QCQ5AZB7JJX, 5723781]
[paragraph, [361.0, 3020.0, 1802.0, 52.5], shoonya_2s6QCQ5AZB7JJX, 5723781]
[paragraph, [361.0, 3072.5, 1802.0, 52.5], shoonya_2s6QCQ5AZB7JJX, 5723781]
