[1288, 909]
[chapter-title, [264.0, 44.0, 273.0, 30.0], shoonya_0sZHIFT59BVCIM, 5775761]
[paragraph, [77.0, 103.0, 657.0, 18.0], QAM1VTlik_, 5775761]
[paragraph, [77.0, 121.0, 657.0, 18.0], QAM1VTlik_, 5775761]
[paragraph, [73.0, 149.0, 659.0, 18.0], 4ihCUqR7LT, 5775761]
[paragraph, [73.0, 167.0, 659.0, 18.0], 4ihCUqR7LT, 5775761]
[paragraph, [73.0, 185.0, 659.0, 18.0], 4ihCUqR7LT, 5775761]
[paragraph, [73.0, 203.0, 659.0, 18.0], 4ihCUqR7LT, 5775761]
[paragraph, [73.0, 221.0, 659.0, 18.0], 4ihCUqR7LT, 5775761]
[paragraph, [73.0, 239.0, 659.0, 18.0], 4ihCUqR7LT, 5775761]
[paragraph, [73.0, 257.0, 659.0, 18.0], 4ihCUqR7LT, 5775761]
[paragraph, [72.0, 278.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 296.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 314.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 332.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 350.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 368.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 386.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 404.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 422.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 440.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 458.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 476.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 494.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 512.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 530.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 548.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 566.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 584.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [72.0, 602.0, 663.0, 18.0], qZg_eh-qNo, 5775761]
[paragraph, [73.0, 631.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 649.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 667.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 685.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 703.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 721.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 739.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 757.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 775.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 793.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 811.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 829.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 847.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 865.0, 664.0, 18.0], JntodhxpHl, 5775761]
[paragraph, [73.0, 895.0, 665.0, 18.0], aqhZivtHqI, 5775761]
[paragraph, [73.0, 913.0, 665.0, 18.0], aqhZivtHqI, 5775761]
[paragraph, [73.0, 931.0, 665.0, 18.0], aqhZivtHqI, 5775761]
[paragraph, [73.0, 949.0, 665.0, 18.0], aqhZivtHqI, 5775761]
[paragraph, [73.0, 967.0, 665.0, 18.0], aqhZivtHqI, 5775761]
[paragraph, [72.0, 997.0, 675.0, 18.0], bWSYprOGss, 5775761]
[paragraph, [72.0, 1015.0, 675.0, 18.0], bWSYprOGss, 5775761]
[paragraph, [72.0, 1033.0, 675.0, 18.0], bWSYprOGss, 5775761]
[paragraph, [72.0, 1051.0, 675.0, 18.0], bWSYprOGss, 5775761]
[paragraph, [72.0, 1069.0, 675.0, 18.0], bWSYprOGss, 5775761]
[paragraph, [72.0, 1087.0, 675.0, 18.0], bWSYprOGss, 5775761]
[paragraph, [72.0, 1105.0, 675.0, 18.0], bWSYprOGss, 5775761]
