[2339, 1656]
[paragraph, [95.0, 53.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 89.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 125.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 161.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 197.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 233.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 269.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 305.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 341.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 377.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 413.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 449.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 485.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 521.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 557.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 593.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 629.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 665.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 701.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 737.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 773.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 809.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 845.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 881.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 917.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 953.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 989.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1025.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1061.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1097.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1133.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1169.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1205.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1241.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1277.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1313.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1349.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1385.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1421.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1457.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1493.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1529.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1565.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1601.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1637.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1673.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1709.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1745.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1781.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1817.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1853.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1889.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
[paragraph, [95.0, 1925.0, 734.0, 36.0], shoonya_2sHTZO9ISGN9OI, 5750106]
