[2230, 1704]
[folio, [76.0, 155.0, 163.0, 36.0], shoonya_12s07LD0LB0OMR, 5653853]
[folio, [76.0, 191.0, 163.0, 36.0], shoonya_12s07LD0LB0OMR, 5653853]
[headline, [483.0, 383.0, 798.0, 67.5], shoonya_4sNS6QEUK9BY3K, 5653853]
[author, [670.0, 527.0, 428.0, 36.0], shoonya_6sKIK4CXI2ZNDT, 5653853]
[author, [672.0, 527.0, 431.0, 36.0], shoonya_14sR6N3CP5806P, 5653853]
[paragraph, [97.0, 666.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 702.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 738.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 774.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 810.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 846.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 882.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 918.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 954.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 990.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1026.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1062.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1098.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1134.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1170.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1206.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1242.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1278.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1314.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1350.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1386.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1422.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1458.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1494.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1530.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1566.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1602.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1638.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1674.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1710.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[paragraph, [97.0, 1746.0, 804.0, 36.0], shoonya_10s7LA2PG8H7I5, 5653853]
[figure-caption, [1138.0, 685.0, 531.0, 36.0], xRns7HvBfa, 5653853]
[figure-caption, [1138.0, 721.0, 531.0, 36.0], xRns7HvBfa, 5653853]
[figure-caption, [1138.0, 757.0, 531.0, 36.0], xRns7HvBfa, 5653853]
[figure-caption, [1138.0, 793.0, 531.0, 36.0], xRns7HvBfa, 5653853]
[figure-caption, [1138.0, 829.0, 531.0, 36.0], xRns7HvBfa, 5653853]
[figure-caption, [1138.0, 865.0, 531.0, 36.0], xRns7HvBfa, 5653853]
[figure-caption, [1138.0, 901.0, 531.0, 36.0], xRns7HvBfa, 5653853]
[figure-caption, [1138.0, 937.0, 531.0, 36.0], xRns7HvBfa, 5653853]
[figure-caption, [923.0, 984.0, 738.0, 36.0], shoonya_5s0TGHSPL5RHIV, 5653853]
[figure-caption, [923.0, 1020.0, 738.0, 36.0], shoonya_5s0TGHSPL5RHIV, 5653853]
[paragraph, [915.0, 1097.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [915.0, 1133.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [915.0, 1169.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [915.0, 1205.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [915.0, 1241.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [915.0, 1277.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [915.0, 1313.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [915.0, 1349.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [915.0, 1385.0, 776.0, 36.0], shoonya_3sCGF4PTXU1XDI, 5653853]
[paragraph, [927.0, 1413.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1449.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1485.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1521.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1557.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1593.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1629.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1665.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1701.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1737.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1773.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1809.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1845.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1881.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1917.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1953.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 1989.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 2025.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [927.0, 2061.0, 757.0, 36.0], shoonya_0sGK6CIN9GCOKV, 5653853]
[paragraph, [116.0, 1780.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[paragraph, [116.0, 1816.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[paragraph, [116.0, 1852.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[paragraph, [116.0, 1888.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[paragraph, [116.0, 1924.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[paragraph, [116.0, 1960.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[paragraph, [116.0, 1996.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[paragraph, [116.0, 2032.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[paragraph, [116.0, 2068.0, 795.0, 36.0], shoonya_1sHOU3746GEZS0, 5653853]
[folio, [833.0, 2127.0, 172.0, 36.0], shoonya_13s9SKOJVCTEBM, 5653853]
[footnote, [502.0, 2185.0, 694.0, 36.0], shoonya_9s1Z4H3ENN41CD, 5653853]
