[1388, 886]
[folio, [662.0, 58.0, 194.0, 18.0], nffpn4YYuz, 5742513]
[folio, [662.0, 76.0, 194.0, 18.0], nffpn4YYuz, 5742513]
[folio, [380.0, 65.0, 140.0, 18.0], oEXatvtTcy, 5742513]
[folio, [380.0, 83.0, 140.0, 18.0], oEXatvtTcy, 5742513]
[paragraph, [452.0, 128.0, 397.0, 18.0], ZeAUfbyebc, 5742513]
[paragraph, [452.0, 146.0, 397.0, 18.0], ZeAUfbyebc, 5742513]
[paragraph, [452.0, 164.0, 397.0, 18.0], ZeAUfbyebc, 5742513]
[paragraph, [452.0, 182.0, 397.0, 18.0], ZeAUfbyebc, 5742513]
[paragraph, [452.0, 200.0, 397.0, 18.0], ZeAUfbyebc, 5742513]
[paragraph, [452.0, 218.0, 397.0, 18.0], ZeAUfbyebc, 5742513]
[paragraph, [452.0, 236.0, 397.0, 18.0], ZeAUfbyebc, 5742513]
[paragraph, [452.0, 254.0, 397.0, 18.0], ZeAUfbyebc, 5742513]
[paragraph, [34.0, 132.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 150.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 168.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 186.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 204.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 222.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 240.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 258.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 276.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 294.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 312.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 330.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 348.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 366.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 384.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 402.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 420.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 438.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 456.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 474.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 492.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 510.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 528.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 546.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 564.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 582.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 600.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 618.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 636.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 654.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 672.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 690.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 708.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 726.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 744.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [34.0, 762.0, 398.0, 18.0], 6Ld3HeXMJ0, 5742513]
[paragraph, [452.0, 283.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 301.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 319.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 337.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 355.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 373.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 391.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 409.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 427.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 445.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 463.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 481.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 499.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 517.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 535.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 553.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
[paragraph, [452.0, 571.0, 400.0, 18.0], UHR-Mxt8ni, 5742513]
