[842, 596]
[chapter-title, [160.0, 70.0, 271.0, 30.0], JK3XWU37cf, 5780570]
[website-link, [338.0, 137.0, 123.0, 18.0], Z5kTb5cYdl, 5780570]
[paragraph, [64.0, 139.0, 410.0, 18.0], zAJsqCLGx4, 5780570]
[ordered-list, [76.0, 200.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[ordered-list, [76.0, 218.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[ordered-list, [76.0, 236.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[ordered-list, [76.0, 254.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[ordered-list, [76.0, 272.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[ordered-list, [76.0, 290.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[ordered-list, [76.0, 308.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[ordered-list, [76.0, 326.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[ordered-list, [76.0, 344.0, 462.0, 18.0], C4zjuXYXew, 5780570]
[subsub-section-title, [67.0, 402.0, 75.0, 15.0], QeoB70TxSq, 5780570]
[ordered-list, [60.0, 429.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 447.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 465.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 483.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 501.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 519.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 537.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 555.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 573.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[ordered-list, [60.0, 591.0, 492.0, 18.0], 2nBz0ATjfn, 5780570]
[subsub-section-title, [67.0, 646.0, 203.0, 15.0], 4co6voKFOc, 5780570]
[paragraph, [63.0, 675.0, 471.0, 18.0], shoonya_0s9O20C0I6VR6W, 5780570]
[paragraph, [63.0, 693.0, 471.0, 18.0], shoonya_0s9O20C0I6VR6W, 5780570]
[paragraph, [63.0, 711.0, 471.0, 18.0], shoonya_0s9O20C0I6VR6W, 5780570]
[paragraph, [64.0, 737.0, 470.0, 18.0], zKU3fJTA1a, 5780570]
