[792, 612]
[folio, [60.0, 54.0, 102.0, 18.0], shoonya_9sXZ8DMQ113AXB, 6515984]
[headline, [162.0, 113.0, 283.0, 25.5], shoonya_11sYS7LHXO6FJS, 6515984]
[paragraph, [60.0, 163.0, 161.0, 18.0], shoonya_1sC07KK0ZJPN4Y, 6515984]
[paragraph, [60.0, 181.0, 161.0, 18.0], shoonya_1sC07KK0ZJPN4Y, 6515984]
[paragraph, [60.0, 199.0, 161.0, 18.0], shoonya_1sC07KK0ZJPN4Y, 6515984]
[paragraph, [60.0, 217.0, 161.0, 18.0], shoonya_1sC07KK0ZJPN4Y, 6515984]
[paragraph, [60.0, 235.0, 161.0, 18.0], shoonya_1sC07KK0ZJPN4Y, 6515984]
[paragraph, [226.0, 173.0, 159.0, 18.0], shoonya_10s3BL26L5RJ6D, 6515984]
[paragraph, [390.0, 175.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 193.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 211.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 229.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 247.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 265.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 283.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 301.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 319.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 337.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 355.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 373.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 391.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 409.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 427.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 445.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 463.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 481.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 499.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 517.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 535.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [390.0, 553.0, 159.0, 18.0], shoonya_8sYBP3FDE12RED, 6515984]
[paragraph, [226.0, 202.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 220.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 238.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 256.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 274.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 292.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 310.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 328.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 346.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 364.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 382.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 400.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 418.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 436.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 454.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [226.0, 472.0, 160.0, 18.0], shoonya_3sWS92KZVYFEYW, 6515984]
[paragraph, [60.0, 256.0, 161.0, 18.0], shoonya_0sQR32GSDKS54V, 6515984]
[paragraph, [60.0, 274.0, 161.0, 18.0], shoonya_0sQR32GSDKS54V, 6515984]
[paragraph, [60.0, 292.0, 161.0, 18.0], shoonya_0sQR32GSDKS54V, 6515984]
[paragraph, [60.0, 310.0, 161.0, 18.0], shoonya_0sQR32GSDKS54V, 6515984]
[paragraph, [60.0, 335.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 353.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 371.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 389.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 407.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 425.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 443.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 461.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 479.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 497.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 515.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [60.0, 533.0, 160.0, 18.0], shoonya_5s9I2WATSHXGRH, 6515984]
[paragraph, [226.0, 493.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 511.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 529.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 547.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 565.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 583.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 601.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 619.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 637.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 655.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 673.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [226.0, 691.0, 160.0, 18.0], shoonya_4sXFEZI67A29SN, 6515984]
[paragraph, [61.0, 559.0, 160.0, 18.0], shoonya_6s9G8OOLONENRT, 6515984]
[paragraph, [61.0, 577.0, 160.0, 18.0], shoonya_6s9G8OOLONENRT, 6515984]
[paragraph, [61.0, 595.0, 160.0, 18.0], shoonya_6s9G8OOLONENRT, 6515984]
[paragraph, [61.0, 613.0, 160.0, 18.0], shoonya_6s9G8OOLONENRT, 6515984]
[paragraph, [61.0, 631.0, 160.0, 18.0], shoonya_6s9G8OOLONENRT, 6515984]
[paragraph, [61.0, 649.0, 160.0, 18.0], shoonya_6s9G8OOLONENRT, 6515984]
