[1326, 829]
[folio, [323.0, 70.0, 145.0, 18.0], po1DVQfyyA, 5770182]
[folio, [323.0, 88.0, 145.0, 18.0], po1DVQfyyA, 5770182]
[paragraph, [73.0, 133.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 151.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 169.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 187.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 205.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 223.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 241.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 259.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 277.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 295.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [73.0, 313.0, 336.0, 18.0], GSvHpt9MGt, 5770182]
[paragraph, [415.0, 137.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 155.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 173.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 191.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 209.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 227.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 245.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 263.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 281.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 299.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 317.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 335.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 353.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 371.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 389.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 407.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 425.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 443.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [415.0, 461.0, 335.0, 18.0], FurpIDH2Vn, 5770182]
[paragraph, [74.0, 349.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 367.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 385.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 403.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 421.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 439.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 457.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 475.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 493.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 511.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [74.0, 529.0, 334.0, 18.0], GiEGc6-UF7, 5770182]
[paragraph, [416.0, 483.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 501.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 519.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 537.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 555.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 573.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 591.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 609.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 627.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 645.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 663.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 681.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 699.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 717.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [416.0, 735.0, 334.0, 18.0], nSobZg0zdQ, 5770182]
[paragraph, [220.0, 565.0, 36.0, 18.0], hUB899XGFl, 5770182]
[paragraph, [71.0, 590.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 608.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 626.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 644.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 662.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 680.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 698.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 716.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 734.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 752.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 770.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 788.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 806.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 824.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 842.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 860.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 878.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 896.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
[paragraph, [71.0, 914.0, 336.0, 18.0], dUaVRLDDqK, 5770182]
