[792, 612]
[headline, [54.0, 80.0, 509.0, 25.5], shoonya_10sLD8RAYR7IU0, 6515315]
[headline, [54.0, 105.5, 509.0, 25.5], shoonya_10sLD8RAYR7IU0, 6515315]
[headline, [54.0, 131.0, 509.0, 25.5], shoonya_10sLD8RAYR7IU0, 6515315]
[headline, [54.0, 156.5, 509.0, 25.5], shoonya_10sLD8RAYR7IU0, 6515315]
[paragraph, [226.0, 205.0, 161.0, 18.0], shoonya_3sYTCTPFN9MEV2, 6515315]
[paragraph, [226.0, 223.0, 161.0, 18.0], shoonya_3sYTCTPFN9MEV2, 6515315]
[paragraph, [226.0, 241.0, 161.0, 18.0], shoonya_3sYTCTPFN9MEV2, 6515315]
[paragraph, [226.0, 259.0, 161.0, 18.0], shoonya_3sYTCTPFN9MEV2, 6515315]
[paragraph, [393.0, 205.0, 162.0, 18.0], shoonya_1sARR4VLB9V9GH, 6515315]
[paragraph, [393.0, 223.0, 162.0, 18.0], shoonya_1sARR4VLB9V9GH, 6515315]
[paragraph, [393.0, 241.0, 162.0, 18.0], shoonya_1sARR4VLB9V9GH, 6515315]
[paragraph, [393.0, 259.0, 162.0, 18.0], shoonya_1sARR4VLB9V9GH, 6515315]
[paragraph, [393.0, 277.0, 162.0, 18.0], shoonya_1sARR4VLB9V9GH, 6515315]
[paragraph, [393.0, 295.0, 162.0, 18.0], shoonya_1sARR4VLB9V9GH, 6515315]
[paragraph, [57.0, 230.0, 160.0, 18.0], shoonya_9sYEPBOZRB86CO, 6515315]
[paragraph, [57.0, 248.0, 160.0, 18.0], shoonya_9sYEPBOZRB86CO, 6515315]
[paragraph, [57.0, 266.0, 160.0, 18.0], shoonya_9sYEPBOZRB86CO, 6515315]
[paragraph, [226.0, 278.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 296.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 314.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 332.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 350.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 368.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 386.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 404.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 422.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 440.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [226.0, 458.0, 161.0, 18.0], shoonya_0sL77VZZRVAE24, 6515315]
[paragraph, [57.0, 290.0, 160.0, 18.0], shoonya_2sOD1SCQDDZMUX, 6515315]
[paragraph, [57.0, 308.0, 160.0, 18.0], shoonya_2sOD1SCQDDZMUX, 6515315]
[paragraph, [57.0, 326.0, 160.0, 18.0], shoonya_2sOD1SCQDDZMUX, 6515315]
[paragraph, [57.0, 344.0, 160.0, 18.0], shoonya_2sOD1SCQDDZMUX, 6515315]
[paragraph, [57.0, 362.0, 160.0, 18.0], shoonya_2sOD1SCQDDZMUX, 6515315]
[paragraph, [392.0, 314.0, 163.0, 18.0], shoonya_7sL7Q4FQU6OFCT, 6515315]
[paragraph, [392.0, 332.0, 163.0, 18.0], shoonya_7sL7Q4FQU6OFCT, 6515315]
[paragraph, [392.0, 350.0, 163.0, 18.0], shoonya_7sL7Q4FQU6OFCT, 6515315]
[paragraph, [392.0, 368.0, 163.0, 18.0], shoonya_7sL7Q4FQU6OFCT, 6515315]
[paragraph, [392.0, 386.0, 163.0, 18.0], shoonya_7sL7Q4FQU6OFCT, 6515315]
[paragraph, [58.0, 398.0, 160.0, 18.0], shoonya_6sAN42DMOMJ8R6, 6515315]
[paragraph, [58.0, 416.0, 160.0, 18.0], shoonya_6sAN42DMOMJ8R6, 6515315]
[paragraph, [58.0, 434.0, 160.0, 18.0], shoonya_6sAN42DMOMJ8R6, 6515315]
[paragraph, [58.0, 452.0, 160.0, 18.0], shoonya_6sAN42DMOMJ8R6, 6515315]
[paragraph, [58.0, 470.0, 160.0, 18.0], shoonya_6sAN42DMOMJ8R6, 6515315]
[paragraph, [394.0, 410.0, 161.0, 18.0], shoonya_5sP29LS7MSZMXL, 6515315]
[paragraph, [394.0, 428.0, 161.0, 18.0], shoonya_5sP29LS7MSZMXL, 6515315]
[paragraph, [394.0, 446.0, 161.0, 18.0], shoonya_5sP29LS7MSZMXL, 6515315]
[paragraph, [394.0, 464.0, 161.0, 18.0], shoonya_5sP29LS7MSZMXL, 6515315]
[paragraph, [394.0, 482.0, 161.0, 18.0], shoonya_5sP29LS7MSZMXL, 6515315]
[paragraph, [57.0, 506.0, 161.0, 18.0], shoonya_4sJS7N8EYY2WYB, 6515315]
[paragraph, [57.0, 524.0, 161.0, 18.0], shoonya_4sJS7N8EYY2WYB, 6515315]
[paragraph, [57.0, 542.0, 161.0, 18.0], shoonya_4sJS7N8EYY2WYB, 6515315]
[paragraph, [57.0, 560.0, 161.0, 18.0], shoonya_4sJS7N8EYY2WYB, 6515315]
[sidebar, [224.0, 511.0, 155.0, 18.0], shoonya_11s6USM4KPH1S2, 6515315]
[sidebar, [224.0, 529.0, 155.0, 18.0], shoonya_11s6USM4KPH1S2, 6515315]
[sidebar, [224.0, 547.0, 155.0, 18.0], shoonya_11s6USM4KPH1S2, 6515315]
[paragraph, [393.0, 519.0, 162.0, 18.0], shoonya_8sUC8ZHKOS4IMF, 6515315]
[paragraph, [393.0, 537.0, 162.0, 18.0], shoonya_8sUC8ZHKOS4IMF, 6515315]
[paragraph, [393.0, 555.0, 162.0, 18.0], shoonya_8sUC8ZHKOS4IMF, 6515315]
