[1823, 1375]
[folio, [500.0, 108.0, 373.0, 36.0], shoonya_5sCEDV1V83BZ9Y, 5683554]
[paragraph, [103.0, 173.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 209.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 245.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 281.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 317.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 353.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 389.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 425.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 461.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 497.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 533.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 569.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 605.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 641.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 677.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 713.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 749.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 785.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 821.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 857.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 893.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 929.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [103.0, 965.0, 573.0, 36.0], shoonya_0sRJ3EKMCD5X3Z, 5683554]
[paragraph, [696.0, 174.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 210.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 246.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 282.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 318.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 354.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 390.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 426.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 462.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 498.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 534.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 570.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 606.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 642.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 678.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 714.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 750.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 786.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 822.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 858.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [696.0, 894.0, 580.0, 36.0], shoonya_2sA5KFE78HOJIY, 5683554]
[paragraph, [695.0, 948.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 984.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1020.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1056.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1092.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1128.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1164.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1200.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1236.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1272.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1308.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
[paragraph, [695.0, 1344.0, 583.0, 36.0], shoonya_3sZKO8Q14SRY3F, 5683554]
