[842, 595]
[section-title, [224.0, 114.0, 176.0, 30.0], zbDjRpZxAx, 5688746]
[sub-section-title, [223.0, 159.0, 174.0, 25.5], j5FJx7ZzJ-, 5688746]
[paragraph, [74.0, 226.0, 473.0, 18.0], APZxlszSkp, 5688746]
[paragraph, [74.0, 244.0, 473.0, 18.0], APZxlszSkp, 5688746]
[ordered-list, [69.0, 275.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 293.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 311.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 329.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 347.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 365.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 383.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 401.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 419.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 437.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 455.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 473.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 491.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 509.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 527.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 545.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 563.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[ordered-list, [69.0, 581.0, 471.0, 18.0], YA7hGXaTLR, 5688746]
[sidebar, [501.0, 465.0, 23.0, 18.0], DKybyr-4Ls, 5688746]
[reference, [94.0, 651.0, 321.0, 18.0], rAtZ7yl-_F, 5688746]
[reference, [94.0, 669.0, 321.0, 18.0], rAtZ7yl-_F, 5688746]
[reference, [94.0, 687.0, 321.0, 18.0], rAtZ7yl-_F, 5688746]
[reference, [94.0, 705.0, 321.0, 18.0], rAtZ7yl-_F, 5688746]
[reference, [94.0, 723.0, 321.0, 18.0], rAtZ7yl-_F, 5688746]
[reference, [94.0, 741.0, 321.0, 18.0], rAtZ7yl-_F, 5688746]
[reference, [94.0, 759.0, 321.0, 18.0], rAtZ7yl-_F, 5688746]
