[1300, 827]
[paragraph, [63.0, 147.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 165.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 183.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 201.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 219.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 237.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 255.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 273.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 291.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [63.0, 309.0, 692.0, 18.0], shoonya_2sNAT0VZ7SCNDP, 5749024]
[paragraph, [73.0, 342.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 360.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 378.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 396.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 414.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 432.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 450.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 468.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 486.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 504.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 522.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 540.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 558.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 576.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 594.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 612.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 630.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 648.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 666.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 684.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 702.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 720.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 738.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 756.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 774.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 792.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 810.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 828.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 846.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 864.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 882.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [73.0, 900.0, 677.0, 18.0], shoonya_3sFC2BRIBBS2SH, 5749024]
[paragraph, [64.0, 931.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 949.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 967.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 985.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 1003.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 1021.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 1039.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 1057.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 1075.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 1093.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 1111.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [64.0, 1129.0, 688.0, 18.0], shoonya_0sBWRWSHED23TT, 5749024]
[paragraph, [97.0, 1172.0, 663.0, 18.0], rAhK9gGbnw, 5749024]
[paragraph, [97.0, 1190.0, 663.0, 18.0], rAhK9gGbnw, 5749024]
[paragraph, [97.0, 1208.0, 663.0, 18.0], rAhK9gGbnw, 5749024]
[footnote, [497.0, 1263.0, 277.0, 18.0], WJ3CP1PbCO, 5749024]
