[842, 612]
[section-title, [257.0, 17.0, 92.0, 30.0], S_B9YP6b0Q, 6460657]
[paragraph, [78.0, 70.0, 444.0, 18.0], TGN8qg_Xef, 6460657]
[paragraph, [78.0, 88.0, 444.0, 18.0], TGN8qg_Xef, 6460657]
[paragraph, [78.0, 106.0, 444.0, 18.0], TGN8qg_Xef, 6460657]
[paragraph, [78.0, 124.0, 444.0, 18.0], TGN8qg_Xef, 6460657]
[paragraph, [78.0, 142.0, 444.0, 18.0], TGN8qg_Xef, 6460657]
[sub-section-title, [252.0, 181.0, 108.0, 25.5], Fzfw0vfAgr, 6460657]
[paragraph, [73.0, 215.0, 450.0, 18.0], bF_kuzgrQ9, 6460657]
[paragraph, [73.0, 233.0, 450.0, 18.0], bF_kuzgrQ9, 6460657]
[paragraph, [73.0, 251.0, 450.0, 18.0], bF_kuzgrQ9, 6460657]
[paragraph, [73.0, 269.0, 450.0, 18.0], bF_kuzgrQ9, 6460657]
[paragraph, [138.0, 291.0, 354.0, 18.0], a7JQxc8Onf, 6460657]
[paragraph, [138.0, 309.0, 354.0, 18.0], a7JQxc8Onf, 6460657]
[paragraph, [138.0, 327.0, 354.0, 18.0], a7JQxc8Onf, 6460657]
[paragraph, [138.0, 345.0, 354.0, 18.0], a7JQxc8Onf, 6460657]
[paragraph, [138.0, 363.0, 354.0, 18.0], a7JQxc8Onf, 6460657]
[paragraph, [138.0, 381.0, 354.0, 18.0], a7JQxc8Onf, 6460657]
[paragraph, [138.0, 399.0, 354.0, 18.0], a7JQxc8Onf, 6460657]
[paragraph, [82.0, 418.0, 235.0, 18.0], jxrzzblChK, 6460657]
[paragraph, [82.0, 436.0, 235.0, 18.0], jxrzzblChK, 6460657]
[paragraph, [133.0, 447.0, 324.0, 18.0], t8KUXpylAP, 6460657]
[paragraph, [133.0, 465.0, 324.0, 18.0], t8KUXpylAP, 6460657]
[paragraph, [133.0, 483.0, 324.0, 18.0], t8KUXpylAP, 6460657]
[paragraph, [133.0, 501.0, 324.0, 18.0], t8KUXpylAP, 6460657]
[paragraph, [133.0, 519.0, 324.0, 18.0], t8KUXpylAP, 6460657]
[paragraph, [133.0, 537.0, 324.0, 18.0], t8KUXpylAP, 6460657]
[paragraph, [133.0, 555.0, 324.0, 18.0], t8KUXpylAP, 6460657]
[paragraph, [83.0, 566.0, 188.0, 18.0], yh1kLjSDbX, 6460657]
[paragraph, [83.0, 584.0, 188.0, 18.0], yh1kLjSDbX, 6460657]
[paragraph, [80.0, 604.0, 442.0, 18.0], 3HeTF_LvIU, 6460657]
[paragraph, [80.0, 622.0, 442.0, 18.0], 3HeTF_LvIU, 6460657]
[paragraph, [80.0, 640.0, 442.0, 18.0], 3HeTF_LvIU, 6460657]
[paragraph, [80.0, 658.0, 442.0, 18.0], 3HeTF_LvIU, 6460657]
[paragraph, [80.0, 676.0, 442.0, 18.0], 3HeTF_LvIU, 6460657]
[paragraph, [80.0, 694.0, 442.0, 18.0], 3HeTF_LvIU, 6460657]
[paragraph, [77.0, 728.0, 455.0, 18.0], 2GVUvI3KF-, 6460657]
[paragraph, [77.0, 746.0, 455.0, 18.0], 2GVUvI3KF-, 6460657]
[paragraph, [77.0, 764.0, 455.0, 18.0], 2GVUvI3KF-, 6460657]
[paragraph, [77.0, 782.0, 455.0, 18.0], 2GVUvI3KF-, 6460657]
