[1447, 1063]
[folio, [432.0, 56.0, 193.0, 18.0], qaed9Oq5r-, 5762295]
[paragraph, [94.0, 90.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 108.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 126.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 144.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 162.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 180.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 198.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 216.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 234.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 252.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 270.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 288.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 306.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 324.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 342.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 360.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 378.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 396.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 414.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 432.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 450.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 468.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 486.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [94.0, 504.0, 430.0, 18.0], dimaVB_WM3, 5762295]
[paragraph, [532.0, 90.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 108.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 126.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 144.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 162.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 180.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 198.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 216.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 234.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 252.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 270.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 288.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 306.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 324.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 342.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 360.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 378.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [532.0, 396.0, 439.0, 18.0], vyB7wooGCZ, 5762295]
[paragraph, [535.0, 430.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 448.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 466.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 484.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 502.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 520.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 538.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 556.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 574.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 592.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 610.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 628.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 646.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 664.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 682.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 700.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 718.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [535.0, 736.0, 431.0, 18.0], K3f1ue5oqX, 5762295]
[paragraph, [94.0, 554.0, 430.0, 18.0], J2I4WW-Vi4, 5762295]
[paragraph, [94.0, 572.0, 430.0, 18.0], J2I4WW-Vi4, 5762295]
[paragraph, [94.0, 590.0, 430.0, 18.0], J2I4WW-Vi4, 5762295]
[paragraph, [94.0, 608.0, 430.0, 18.0], J2I4WW-Vi4, 5762295]
[paragraph, [94.0, 626.0, 430.0, 18.0], J2I4WW-Vi4, 5762295]
[paragraph, [94.0, 644.0, 430.0, 18.0], J2I4WW-Vi4, 5762295]
[paragraph, [94.0, 662.0, 430.0, 18.0], J2I4WW-Vi4, 5762295]
