[1755, 1240]
[paragraph, [216.0, 144.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [216.0, 180.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [216.0, 216.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [216.0, 252.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [216.0, 288.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [216.0, 324.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [216.0, 360.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [216.0, 396.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [216.0, 432.0, 883.0, 36.0], shoonya_0sQ01PPWEK75Z3, 5693199]
[paragraph, [214.0, 512.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 548.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 584.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 620.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 656.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 692.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 728.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 764.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 800.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 836.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 872.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 908.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 944.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 980.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1016.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1052.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1088.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1124.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1160.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1196.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1232.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1268.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1304.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1340.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1376.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1412.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1448.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
[paragraph, [214.0, 1484.0, 889.0, 36.0], shoonya_1sAJNIVXMKK87E, 5693199]
