[612, 792]
[folio, [119.0, 20.0, 162.0, 18.0], A_Husz6hb9, 5726274]
[folio, [508.0, 20.0, 163.0, 18.0], mM5BjA9Mcq, 5726274]
[paragraph, [437.0, 65.0, 308.0, 18.0], 24IDDDZAbZ, 5726274]
[paragraph, [437.0, 83.0, 308.0, 18.0], 24IDDDZAbZ, 5726274]
[paragraph, [437.0, 101.0, 308.0, 18.0], 24IDDDZAbZ, 5726274]
[paragraph, [437.0, 119.0, 308.0, 18.0], 24IDDDZAbZ, 5726274]
[paragraph, [38.0, 66.0, 318.0, 18.0], dT80Cz9AYB, 5726274]
[paragraph, [38.0, 84.0, 318.0, 18.0], dT80Cz9AYB, 5726274]
[paragraph, [38.0, 102.0, 318.0, 18.0], dT80Cz9AYB, 5726274]
[paragraph, [38.0, 120.0, 318.0, 18.0], dT80Cz9AYB, 5726274]
[paragraph, [38.0, 138.0, 318.0, 18.0], dT80Cz9AYB, 5726274]
[paragraph, [38.0, 156.0, 318.0, 18.0], dT80Cz9AYB, 5726274]
[paragraph, [38.0, 174.0, 318.0, 18.0], dT80Cz9AYB, 5726274]
[paragraph, [436.0, 165.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 183.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 201.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 219.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 237.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 255.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 273.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 291.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 309.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 327.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 345.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 363.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [436.0, 381.0, 310.0, 18.0], shoonya_0sW27DUUODBKEA, 5726274]
[paragraph, [40.0, 203.0, 316.0, 18.0], e3J8TFI3sh, 5726274]
[paragraph, [40.0, 221.0, 316.0, 18.0], e3J8TFI3sh, 5726274]
[paragraph, [40.0, 239.0, 316.0, 18.0], e3J8TFI3sh, 5726274]
[paragraph, [39.0, 266.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 284.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 302.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 320.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 338.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 356.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 374.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 392.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 410.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [39.0, 428.0, 319.0, 18.0], NL7rIiFJWG, 5726274]
[paragraph, [436.0, 418.0, 313.0, 18.0], DkJrwL5eow, 5726274]
[paragraph, [436.0, 450.0, 313.0, 18.0], UHQYyJUoNG, 5726274]
[paragraph, [436.0, 468.0, 313.0, 18.0], UHQYyJUoNG, 5726274]
[paragraph, [38.0, 459.0, 320.0, 18.0], -vpbZdYDUY, 5726274]
[paragraph, [38.0, 477.0, 320.0, 18.0], -vpbZdYDUY, 5726274]
[paragraph, [38.0, 495.0, 320.0, 18.0], -vpbZdYDUY, 5726274]
[paragraph, [474.0, 499.0, 259.0, 18.0], JLOLirEe_Z, 5726274]
