[1244, 900]
[chapter-title, [261.0, 33.0, 244.0, 30.0], shoonya_9sQB46AWT8X4FS, 5776044]
[paragraph, [78.0, 71.0, 618.0, 18.0], shoonya_5sMN9PK1HXGTCX, 5776044]
[paragraph, [78.0, 89.0, 618.0, 18.0], shoonya_5sMN9PK1HXGTCX, 5776044]
[paragraph, [78.0, 107.0, 618.0, 18.0], shoonya_5sMN9PK1HXGTCX, 5776044]
[paragraph, [78.0, 125.0, 618.0, 18.0], shoonya_5sMN9PK1HXGTCX, 5776044]
[paragraph, [78.0, 143.0, 618.0, 18.0], shoonya_5sMN9PK1HXGTCX, 5776044]
[paragraph, [79.0, 174.0, 617.0, 18.0], shoonya_6sB6S9E11DEIP8, 5776044]
[paragraph, [79.0, 192.0, 617.0, 18.0], shoonya_6sB6S9E11DEIP8, 5776044]
[paragraph, [92.0, 222.0, 555.0, 18.0], shoonya_8sXBJ23JV4IWMX, 5776044]
[paragraph, [81.0, 239.0, 619.0, 18.0], shoonya_3s8NZ9AP46JBDT, 5776044]
[paragraph, [81.0, 257.0, 619.0, 18.0], shoonya_3s8NZ9AP46JBDT, 5776044]
[paragraph, [81.0, 275.0, 619.0, 18.0], shoonya_3s8NZ9AP46JBDT, 5776044]
[paragraph, [81.0, 293.0, 619.0, 18.0], shoonya_3s8NZ9AP46JBDT, 5776044]
[paragraph, [81.0, 321.0, 619.0, 18.0], shoonya_1sJ1K449AMOCZB, 5776044]
[paragraph, [81.0, 339.0, 619.0, 18.0], shoonya_1sJ1K449AMOCZB, 5776044]
[paragraph, [81.0, 357.0, 619.0, 18.0], shoonya_1sJ1K449AMOCZB, 5776044]
[paragraph, [81.0, 375.0, 619.0, 18.0], shoonya_1sJ1K449AMOCZB, 5776044]
[paragraph, [84.0, 397.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 415.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 433.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 451.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 469.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 487.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 505.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 523.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 541.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 559.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 577.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 595.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 613.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 631.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 649.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [84.0, 667.0, 627.0, 18.0], shoonya_2sPXZ5Z6QK8ZT1, 5776044]
[paragraph, [88.0, 697.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 715.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 733.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 751.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
[paragraph, [88.0, 769.0, 620.0, 18.0], shoonya_0sZRV549GT7C83, 5776044]
