[2339, 1654]
[folio, [1351.0, 82.0, 244.0, 36.0], owOwy675kS, 5751319]
[paragraph, [155.0, 130.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 166.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 202.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 238.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 274.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 310.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 346.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 382.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 418.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 454.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 490.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 526.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 562.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 598.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 634.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [155.0, 670.0, 1439.0, 36.0], shoonya_0sUX5GLXWC5TM4, 5751319]
[paragraph, [308.0, 705.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 741.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 777.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 813.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 849.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 885.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 921.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 957.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 993.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1029.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1065.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1101.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1137.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1173.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1209.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1245.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1281.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1317.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1353.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1389.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1425.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1461.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1497.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1533.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1569.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1605.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1641.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1677.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1713.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1749.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1785.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [308.0, 1821.0, 1167.0, 36.0], y2xma4_7Ku, 5751319]
[paragraph, [161.0, 1918.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 1954.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 1990.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 2026.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 2062.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 2098.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 2134.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 2170.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 2206.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
[paragraph, [161.0, 2242.0, 1465.0, 36.0], Ef71B1YWWu, 5751319]
