[1755, 1241]
[section-title, [286.0, 194.0, 591.0, 49.5], 9RG_xFOTw8, 5711059]
[sub-section-title, [516.0, 269.0, 148.0, 36.0], jFOBLDIMI7, 5711059]
[reference, [144.0, 325.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 361.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 397.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 433.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 469.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 505.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 541.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 577.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 613.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 649.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 685.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 721.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 757.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 793.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 829.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 865.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 901.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 937.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 973.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1009.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1045.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1081.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1117.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1153.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1189.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1225.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1261.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1297.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1333.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1369.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
[reference, [144.0, 1405.0, 895.0, 36.0], shoonya_1sOHBGILCHVATD, 5711059]
