[2169, 1494]
[ordered-list, [210.0, 269.0, 1039.0, 36.0], shoonya_1sJW07LGFEGNM9, 5774096]
[ordered-list, [210.0, 305.0, 1039.0, 36.0], shoonya_1sJW07LGFEGNM9, 5774096]
[ordered-list, [210.0, 341.0, 1039.0, 36.0], shoonya_1sJW07LGFEGNM9, 5774096]
[ordered-list, [210.0, 377.0, 1039.0, 36.0], shoonya_1sJW07LGFEGNM9, 5774096]
[ordered-list, [210.0, 413.0, 1039.0, 36.0], shoonya_1sJW07LGFEGNM9, 5774096]
[ordered-list, [210.0, 449.0, 1039.0, 36.0], shoonya_1sJW07LGFEGNM9, 5774096]
[ordered-list, [145.0, 491.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 527.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 563.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 599.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 635.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 671.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 707.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 743.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 779.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 815.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 851.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 887.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 923.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 959.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 995.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1031.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1067.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1103.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1139.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1175.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1211.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1247.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1283.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1319.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1355.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1391.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1427.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1463.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1499.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1535.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1571.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1607.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1643.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1679.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1715.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1751.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1787.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1823.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1859.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1895.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[ordered-list, [145.0, 1931.0, 1133.0, 36.0], 97HuLaRP73, 5774096]
[section-title, [232.0, 507.0, 401.0, 52.5], shoonya_0s0E2C94RVHJD0, 5774096]
[sub-ordered-list, [205.0, 594.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 630.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 666.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 702.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 738.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 774.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 810.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 846.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 882.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 918.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 954.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 990.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 1026.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 1062.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 1098.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 1134.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
[sub-ordered-list, [205.0, 1170.0, 1054.0, 36.0], Nw5K0rOX9w, 5774096]
